en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Divine Black Tights	地母の黒タイツ	지모의 검은 타이츠	地母神黑裤袜	地母神黑褲襪	Himmlische schwarze Strumpfhose	Medias negras divinas	Collants noirs divins	Calzamaglia nera divina	Boskie czarne rajstopy	Meia-calça Divina	Священное черное трико	İlahi Siyah Tayt
Fallen Noble Armor	地獄の貴族の鎧	지옥 귀족의 갑옷	地狱贵族之铠	地獄的貴族之鎧	Adelsrüstung	Armadura del noble caído	Armure du noble déchu	Armatura da nobile decaduto	Pancerz upadłego szlachcica	Cota de Nobre Caído	Броня падшей знати	Düşmüş Soylu Zırhı
Golden Dress	黄衣のドレス	황의의 드레스	黄衣礼服	黃衣禮服	Goldenes Kleid	Vestido dorado	Robe dorée	Vestito dorato	Złota suknia	Vestido Dourado	Золотое платье	Altın Rengi Elbise
Jack Jumper	ジャックザジャンパー	잭 더 점퍼	杰克夹克	傑克外套	Jack-Jacke	Chaqueta Jack	Chandail confortable	Giacca di Jack	Jack Jumper	Suéter do Jack	Джемпер с Джеком	Denizci Ceketi
Flaring Flair	フレイムフレア	플레임 플레어	火焰褶裙	熾熱閃焰	Flackerkleid	Vestido deslumbrante	Robe flamboyante	Stile sfolgorante	Gorejąca sztuczka	Charme Chamejante	Стильное платье-клеш	Göz Kamaştırıcı Zarif Elbise
Rune Vest	ルーンベスト	룬 베스트	卢恩符文背心	盧恩符文背心	Runenweste	Chaleco de runas	Gilet runique	Veste delle rune	Runiczna kamizelka	Colete Rúnico	Жилет с рунами	Rün Yeleği
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Phalanx Shell	ファランクスシェル	팔랑크스 셸	方阵保护壳	方陣護甲	Phalanx-Rüstung	Caparazón de falange	Carapace de Phalanx	Guscio falange	Skorupa falangi	Carapaça de Falange	Нагрудник легионера	Falanks Kabuğu
Achilles Guard	アキレウスガードナー	아킬레우스 가드너	阿喀琉斯护甲	阿基里斯護具	Achilles-Ausdauer	Protector aquileo	Protection d'Achille	Protezione di Achille	Tarcza Achillesa	Proteção de Aquiles	Ахиллесова броня	Akhilleus Zırhı
Fifth Number	フィフスナンバー	피프스 넘버	五式	第五世代用裝甲	Nummer Fünf	Quinto modelo	Numéro cinq	Quinto numero	Piąta cyfra	Número Cinco	Номер 5	Beş Numara
Papillon Method	パピヨンメソッド	파피용 메소드	蝶之道	蝴蝶法則	Papillon-Methode	Método mariposa	Effet papillon	Papillon metodico	Metoda Papillona	Método Borboleta	Метод бабочки	Papillon Tekniği
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Nacre Torso	ネイカートルソー	네이커 토르소	珍珠质躯壳	珍珠母軀幹	Perlmutt-Torso	Torso nacarado	Torse en nacre	Torso madreperla	Korpus z masy perłowej	Peitoral de Madrepérola	Перламутровый корпус	Sedef Gövde
Bisque Torso	ビスクトルソー	비스크 토르소	釉质躯壳	陶瓷軀幹	Keramik-Torso	Torso de porcelana	Torse en porcelaine	Torso bisque	Ceramiczny korpus	Peitoral de Porcelana	Обожженный корпус	Porselen Gövde
Bulletproof Torso	ケプラートルソー	케플러 토르소	凯夫拉躯壳	硬纖維軀幹	Kugelsicherer Torso	Torso antibalas	Torse pare-balles	Torso blindato	Kuloodporny korpus	Peitoral Blindado	Пуленепробиваемый корпус	Kurşungeçirmez Gövde
Chevalier Torso	シュバリエトルソー	슈발리에 토르소	骑士躯壳	騎士軀幹	Rittertorso	Torso de caballero	Torse héroïque	Torso da cavaliere	Korpus kawalerzystki	Peitoral de Cavaleiro	Корпус шевалье	Süvari Gövdesi
Torso of Sorrow	落涙のトルソー	낙루의 토르소	落泪之躯壳	落淚的軀幹	Torso der Trauer	Torso de la pena	Torse de chagrin	Torso della tristezza	Korpus smutku	Peitoral do Pesar	Корпус скорби	Hüzün Gövdesi
Jacquedrose	ジャケドロウズ	자케드로우즈	雅克德罗	酩酊薔薇	Jacquedrose	Jacquedrose	Jacquedrose	Jacquedrose	Jacquedrose	Jacquedrose	Жакедро	Jacquedrose
Torso of Betrayal	裏切のトルソー	배신의 토르소	背叛之躯壳	背叛的軀幹	Torso des Betrugs	Torso de la traición	Torse de trahison	Torso del tradimento	Korpus zdrady	Peitoral da Traição	Корпус предательства	İhanet Gövdesi
Oceanus Scale	オケアノスケイル	오케아노스케일	俄刻阿诺斯鳞甲	歐開諾斯鱗甲	Ozeanschuppe	Protección océano	Haubert océanique	Scaglie di Oceano	Zbroja łuskowa Okeanosa	Escama Oceânica	Чешуя Океана	Okyanus Pulu
Joruri Tengu	浄瑠璃天狗胴	조루리 텐구 몸통	净琉璃天狗胴	淨琉璃天狗胸甲	Joruri Tengu	Joruri Tengu	Joruri Tengu	Joruri Tengu	Joruri Tengu	Joruri Tengu	Дзёрури Тэнгу	Joruri Tengu
Meseauzer	メシューゼラ	메슈제라	玛士撒拉	瑪土撒拉	Meseauzer	Meseauzer	Meseauzer	Meseauzer	Meseauzer	Meseauzer	Месозер	Meseauzer
Torso of Treason	謀反のトルソー	모반의 토르소	谋反之躯壳	謀反的軀幹	Torso des Verrats	Torso de la deslealtad	Torse de révolte	Torso della fellonia	Korpus obłudy	Peitoral da Traição	Корпус измены	İhanet Gövdesi
Rare Metal Torso	レアメタルトルソー	레어메탈 토르소	稀有金属躯壳	稀有金屬軀幹	Seltener Metalltorso	Torso de metal inusual	Torse en métal rare	Torso di metallo raro	Korpus z rzadkiego metalu	Peitoral de Metal Raro	Корпус из редкого металла	Nadir Metal Gövde
Lacquer Torso	ラッカートルソー	래커 토르소	烤漆躯壳	塗漆軀幹	Lack-Torso	Torso lacado	Torse verni	Torso laccato	Lakierowany korpus	Peitoral de Laca	Лакированный корпус	Vernikli Gövde
Torso of Anguish	断泣のトルソー	단읍의 토르소	断泣之躯壳	慟哭的軀幹	Torso der Qual	Torso de angustia	Torse de douleur	Torso del tormento	Korpus udręki	Peitoral da Angústia	Корпус мучений	Izdırap Gövdesi
Carbon Torso	カーボントルソー	카본 토르소	碳纤维躯壳	碳纖維軀幹	Karbon-Torso	Torso de carbono	Torse en carbone	Torso in carbonio	Korpus z włókna węglowego	Peitoral de Carbono	Карбоновый корпус	Karbon Gövde
Evil Frame	イービルフレーム	이블 프레임	恶毒骨架	惡魔構架	Teuflischer Rahmen	Armazón maligno	Cadre du mal	Cornice maligna	Złowieszcza zbroja	Moldura Maligna	Зловещий каркас	Kötülük Çerçevesi
Magne-Torso	マグネトルソー	마그네 토르소	磁化躯壳	磁力軀幹	Magne-Torso	Torso magnético	Magnétorse	Magne-Torso	Magnetyczny korpus	Peitoral Magnético	Магне-торс	Manyetik Gövde
Cyber Torso	サイバートルソー	사이버 토르소	电子躯壳	高科技軀幹	Cyber-Torso	Torso cibernético	Cybertorse	Torso cibernetico	Cybernetyczny korpus	Peitoral Cibernético	Кибернетический корпус	Siber Gövde
Slayer Torso	スレイヤートルソー	슬레이어 토르소	杀手躯壳	屠殺者軀幹	Schlächter-Torso	Torso asesino	Torse de massacre	Torso sterminatore	Korpus pogromczyni	Peitoral do Matador	Корпус истребительницы	Katil Gövde
Torso of Heresy	忘恩のトルソー	망은의 토르소	忘恩之躯壳	忘恩的軀幹	Torso der Häresie	Torso del sacrilegio	Torse d'hérésie	Torso dell'eresia	Korpus herezji	Peitoral da Heresia	Корпус ереси	Dalalet Gövdesi
Torso of Eminence	至高のトルソー	지고의 토르소	至高之躯壳	至高的軀幹	Torso des Ansehens	Torso de la eminencia	Torse d'éminence	Torso dell'eminenza	Korpus renomy	Peitoral da Eminência	Корпус преосвященства	İtibar Gövdesi
Cloak of Sorrow	落涙のマント	낙루의 망토	落泪之斗篷	落淚的斗篷	Umhang der Trauer	Capa de la pena	Cape du chagrin	Manto della tristezza	Peleryna smutku	Capa do Pesar	Мантия скорби	Hüzün Pelerini
Cloak of Sorrow	落涙のマント	낙루의 망토	落泪之斗篷	落淚的斗篷	Umhang der Trauer	Capa de la pena	Cape du chagrin	Manto della tristezza	Peleryna smutku	Capa do Pesar	Мантия скорби	Hüzün Pelerini
Haori of Betrayal	裏切の羽織	배신의 하오리	背叛之羽织	背叛的羽織	Haori des Betrugs	Haori de la traición	Haori de trahison	Haori del tradimento	Haori zdrady	Haori da Traição	Хаори предательства	İhanet Haorisi
Haori of Betrayal	裏切の羽織	배신의 하오리	背叛之羽织	背叛的羽織	Haori des Betrugs	Haori de la traición	Haori de trahison	Haori del tradimento	Haori zdrady	Haori da Traição	Хаори предательства	İhanet Haorisi
Dress Shirt of Treason	謀反のドレスシャツ	모반의 드레스 셔츠	谋反之礼服衬衫	謀反的禮服襯衫	Anzughemd des Verrats	Camisa larga de la deslealtad	Chemise de soirée de révolte	Camicia elegante della fellonia	Elegancka koszula obłudy	Camisa da Perfídia	Рубашка измены	Hainlik Frak Gömleği
Dress Shirt of Treason	謀反のドレスシャツ	모반의 드레스 셔츠	谋反之礼服衬衫	謀反的禮服襯衫	Anzughemd des Verrats	Camisa larga de la deslealtad	Chemise de soirée de révolte	Camicia elegante della fellonia	Elegancka koszula obłudy	Camisa da Perfídia	Рубашка измены	Hainlik Frak Gömleği
Dress Shirt of Treason	謀反のドレスシャツ	모반의 드레스 셔츠	谋反之礼服衬衫	謀反的禮服襯衫	Anzughemd des Verrats	Camisa larga de la deslealtad	Chemise de soirée de révolte	Camicia elegante della fellonia	Elegancka koszula obłudy	Camisa da Perfídia	Рубашка измены	Hainlik Frak Gömleği
Waistcoat of Anguish	断泣のジレ	단읍의 질레	断泣之中衣	慟哭的內襯背心	Anorak der Qual	Chalequillo de la angustia	Gilet de douleur	Gilet del tormento	Kamizela udręki	Casaco da Angústia	Жилетка мучений	Izdırap Kolsuz Ceketi
Waistcoat of Anguish	断泣のジレ	단읍의 질레	断泣之中衣	慟哭的內襯背心	Anorak der Qual	Chalequillo de la angustia	Gilet de douleur	Gilet del tormento	Kamizela udręki	Casaco da Angústia	Жилетка мучений	Izdırap Kolsuz Ceketi
Waistcoat of Anguish	断泣のジレ	단읍의 질레	断泣之中衣	慟哭的內襯背心	Anorak der Qual	Chalequillo de la angustia	Gilet de douleur	Gilet del tormento	Kamizela udręki	Casaco da Angústia	Жилетка мучений	Izdırap Kolsuz Ceketi
Robe of Heresy	忘恩のローブ	망은의 로브	忘恩之长袍	忘恩的長袍	Robe der Häresie	Túnica del sacrilegio	Robe d'hérésie	Veste dell'eresia	Szata herezji	Manto da Heresia	Накидка ереси	Dalalet Elbisesi
Robe of Heresy	忘恩のローブ	망은의 로브	忘恩之长袍	忘恩的長袍	Robe der Häresie	Túnica del sacrilegio	Robe d'hérésie	Veste dell'eresia	Szata herezji	Manto da Heresia	Накидка ереси	Dalalet Elbisesi
Robe of Heresy	忘恩のローブ	망은의 로브	忘恩之长袍	忘恩的長袍	Robe der Häresie	Túnica del sacrilegio	Robe d'hérésie	Veste dell'eresia	Szata herezji	Manto da Heresia	Накидка ереси	Dalalet Elbisesi
Coat of Eminence	至高のコート	지고의 코트	至高之大衣	至高的大衣	Mantel des Ansehens	Abrigo de la eminencia	Manteau d'éminence	Giacca dell'eminenza	Płaszcz renomy	Casaco da Eminência	Пальто преосвященства	İtibar Montu
Coat of Eminence	至高のコート	지고의 코트	至高之大衣	至高的大衣	Mantel des Ansehens	Abrigo de la eminencia	Manteau d'éminence	Giacca dell'eminenza	Płaszcz renomy	Casaco da Eminência	Пальто преосвященства	İtibar Montu
Coat of Eminence	至高のコート	지고의 코트	至高之大衣	至高的大衣	Mantel des Ansehens	Abrigo de la eminencia	Manteau d'éminence	Giacca dell'eminenza	Płaszcz renomy	Casaco da Eminência	Пальто преосвященства	İtibar Montu
Vest of Sorrow	落涙のボディベスト	낙루의 보디 베스트	落泪之背心夹克	落淚的護身背心	Weste der Trauer	Chaleco de la pena	Gilet de chagrin	Gilet della tristezza	Kamizelka smutku	Colete do Pesar	Жилет скорби	Hüzün Yeleği
Vest of Sorrow	落涙のボディベスト	낙루의 보디 베스트	落泪之背心夹克	落淚的護身背心	Weste der Trauer	Chaleco de la pena	Gilet de chagrin	Gilet della tristezza	Kamizelka smutku	Colete do Pesar	Жилет скорби	Hüzün Yeleği
Vest of Betrayal	裏切のボディベスト	배신의 보디 베스트	背叛之背心夹克	背叛的護身背心	Weste des Betrugs	Chaleco de la traición	Gilet de trahison	Gilet del tradimento	Kamizelka zdrady	Colete da Traição	Жилет предательства	İhanet Yeleği
Vest of Betrayal	裏切のボディベスト	배신의 보디 베스트	背叛之背心夹克	背叛的護身背心	Weste des Betrugs	Chaleco de la traición	Gilet de trahison	Gilet del tradimento	Kamizelka zdrady	Colete da Traição	Жилет предательства	İhanet Yeleği
Vest of Treason	謀反のボディベスト	모반의 보디 베스트	谋反之背心夹克	謀反的護身背心	Weste des Verrats	Chaleco de la deslealtad	Gilet de révolte	Gilet della fellonia	Kamizelka obłudy	Colete da Perfídia	Жилет измены	Hainlik Yeleği
Vest of Treason	謀反のボディベスト	모반의 보디 베스트	谋反之背心夹克	謀反的護身背心	Weste des Verrats	Chaleco de la deslealtad	Gilet de révolte	Gilet della fellonia	Kamizelka obłudy	Colete da Perfídia	Жилет измены	Hainlik Yeleği
Vest of Treason	謀反のボディベスト	모반의 보디 베스트	谋反之背心夹克	謀反的護身背心	Weste des Verrats	Chaleco de la deslealtad	Gilet de révolte	Gilet della fellonia	Kamizelka obłudy	Colete da Perfídia	Жилет измены	Hainlik Yeleği
Vest of Anguish	断泣のボディベスト	단읍의 보디 베스트	断泣之背心夹克	慟哭的護身背心	Weste der Qual	Chaleco de la angustia	Gilet de douleur	Gilet del tormento	Kamizelka udręki	Colete da Angústia	Жилет мучений	Izdırap Yeleği
Vest of Anguish	断泣のボディベスト	단읍의 보디 베스트	断泣之背心夹克	慟哭的護身背心	Weste der Qual	Chaleco de la angustia	Gilet de douleur	Gilet del tormento	Kamizelka udręki	Colete da Angústia	Жилет мучений	Izdırap Yeleği
Vest of Anguish	断泣のボディベスト	단읍의 보디 베스트	断泣之背心夹克	慟哭的護身背心	Weste der Qual	Chaleco de la angustia	Gilet de douleur	Gilet del tormento	Kamizelka udręki	Colete da Angústia	Жилет мучений	Izdırap Yeleği
Vest of Heresy	忘恩のボディベスト	망은의 보디 베스트	忘恩之背心夹克	忘恩的護身背心	Weste der Häresie	Chaleco del sacrilegio	Gilet d'hérésie	Gilet dell'eresia	Kamizelka herezji	Colete da Heresia	Жилет ереси	Dalalet Yeleği
Vest of Heresy	忘恩のボディベスト	망은의 보디 베스트	忘恩之背心夹克	忘恩的護身背心	Weste der Häresie	Chaleco del sacrilegio	Gilet d'hérésie	Gilet dell'eresia	Kamizelka herezji	Colete da Heresia	Жилет ереси	Dalalet Yeleği
Vest of Heresy	忘恩のボディベスト	망은의 보디 베스트	忘恩之背心夹克	忘恩的護身背心	Weste der Häresie	Chaleco del sacrilegio	Gilet d'hérésie	Gilet dell'eresia	Kamizelka herezji	Colete da Heresia	Жилет ереси	Dalalet Yeleği
Vest of Eminence	至高のボディベスト	지고의 보디 베스트	至高之背心夹克	至高的護身背心	Weste des Ansehens	Chaleco de la eminencia	Gilet d'éminence	Gilet dell'eminenza	Kamizelka renomy	Colete da Eminência	Жилет преосвященства	İtibar Yeleği
Vest of Eminence	至高のボディベスト	지고의 보디 베스트	至高之背心夹克	至高的護身背心	Weste des Ansehens	Chaleco de la eminencia	Gilet d'éminence	Gilet dell'eminenza	Kamizelka renomy	Colete da Eminência	Жилет преосвященства	İtibar Yeleği
Vest of Eminence	至高のボディベスト	지고의 보디 베스트	至高之背心夹克	至高的護身背心	Weste des Ansehens	Chaleco de la eminencia	Gilet d'éminence	Gilet dell'eminenza	Kamizelka renomy	Colete da Eminência	Жилет преосвященства	İtibar Yeleği
Dog Suit of Sorrow	落涙のドッグスーツ	낙루의 도그 슈트	落泪之狗狗服	落淚的狗狗套裝	Hundeanzug der Trauer	Traje de perro de la pena	Tenue chien de chagrin	Tuta canina della tristezza	Kombinezon smutku	Roupa Canina do Pesar	Собачий костюм скорби	Hüzün Köpek Kıyafeti
Dog Suit of Sorrow	落涙のドッグスーツ	낙루의 도그 슈트	落泪之狗狗服	落淚的狗狗套裝	Hundeanzug der Trauer	Traje de perro de la pena	Tenue chien de chagrin	Tuta canina della tristezza	Kombinezon smutku	Roupa Canina do Pesar	Собачий костюм скорби	Hüzün Köpek Kıyafeti
Dog Suit of Betrayal	裏切のドッグスーツ	배신의 도그 슈트	背叛之狗狗服	背叛的狗狗套裝	Hundeanzug des Betrugs	Traje de perro de la traición	Tenue chien de trahison	Tuta canina del tradimento	Kombinezon zdrady	Roupa Canina da Traição	Собачий костюм предательства	İhanet Köpek Kıyafeti
Dog Suit of Betrayal	裏切のドッグスーツ	배신의 도그 슈트	背叛之狗狗服	背叛的狗狗套裝	Hundeanzug des Betrugs	Traje de perro de la traición	Tenue chien de trahison	Tuta canina del tradimento	Kombinezon zdrady	Roupa Canina da Traição	Собачий костюм предательства	İhanet Köpek Kıyafeti
Dog Suit of Treason	謀反のドッグスーツ	모반의 도그 슈트	谋反之狗狗服	謀反的狗狗套裝	Hundeanzug des Verrats	Traje de perro de la deslealtad	Tenue chien de révolte	Tuta canina della fellonia	Kombinezon obłudy	Roupa Canina da Perfídia	Собачий костюм измены	Hainlik Köpek Kıyafeti
Dog Suit of Treason	謀反のドッグスーツ	모반의 도그 슈트	谋反之狗狗服	謀反的狗狗套裝	Hundeanzug des Verrats	Traje de perro de la deslealtad	Tenue chien de révolte	Tuta canina della fellonia	Kombinezon obłudy	Roupa Canina da Perfídia	Собачий костюм измены	Hainlik Köpek Kıyafeti
Dog Suit of Treason	謀反のドッグスーツ	모반의 도그 슈트	谋反之狗狗服	謀反的狗狗套裝	Hundeanzug des Verrats	Traje de perro de la deslealtad	Tenue chien de révolte	Tuta canina della fellonia	Kombinezon obłudy	Roupa Canina da Perfídia	Собачий костюм измены	Hainlik Köpek Kıyafeti
Dog Suit of Anguish	断泣のドッグスーツ	단읍의 도그 슈트	断泣之狗狗服	慟哭的狗狗套裝	Hundeanzug der Qual	Traje de perro de la angustia	Tenue chien de douleur	Tuta canina del tormento	Kombinezon udręki	Roupa Canina da Angústia	Собачий костюм мучений	Izdırap Köpek Kıyafeti
Dog Suit of Anguish	断泣のドッグスーツ	단읍의 도그 슈트	断泣之狗狗服	慟哭的狗狗套裝	Hundeanzug der Qual	Traje de perro de la angustia	Tenue chien de douleur	Tuta canina del tormento	Kombinezon udręki	Roupa Canina da Angústia	Собачий костюм мучений	Izdırap Köpek Kıyafeti
Dog Suit of Anguish	断泣のドッグスーツ	단읍의 도그 슈트	断泣之狗狗服	慟哭的狗狗套裝	Hundeanzug der Qual	Traje de perro de la angustia	Tenue chien de douleur	Tuta canina del tormento	Kombinezon udręki	Roupa Canina da Angústia	Собачий костюм мучений	Izdırap Köpek Kıyafeti
Dog Suit of Heresy	忘恩のドッグスーツ	망은의 도그 슈트	忘恩之狗狗服	忘恩的狗狗套裝	Hundeanzug der Häresie	Traje de perro del sacrilegio	Tenue chien d'hérésie	Tuta canina dell'eresia	Kombinezon herezji	Roupa Canina da Heresia	Собачий костюм ереси	Dalalet Köpek Kıyafeti
Dog Suit of Heresy	忘恩のドッグスーツ	망은의 도그 슈트	忘恩之狗狗服	忘恩的狗狗套裝	Hundeanzug der Häresie	Traje de perro del sacrilegio	Tenue chien d'hérésie	Tuta canina dell'eresia	Kombinezon herezji	Roupa Canina da Heresia	Собачий костюм ереси	Dalalet Köpek Kıyafeti
Dog Suit of Heresy	忘恩のドッグスーツ	망은의 도그 슈트	忘恩之狗狗服	忘恩的狗狗套裝	Hundeanzug der Häresie	Traje de perro del sacrilegio	Tenue chien d'hérésie	Tuta canina dell'eresia	Kombinezon herezji	Roupa Canina da Heresia	Собачий костюм ереси	Dalalet Köpek Kıyafeti
Dog Suit of Eminence	至高のドッグスーツ	지고의 도그 슈트	至高之狗狗服	至高的狗狗套裝	Hundeanzug des Ansehens	Traje de perro de la eminencia	Tenue chien d'éminence	Tuta canina dell'eminenza	Kombinezon renomy	Roupa Canina da Eminência	Собачий костюм преосвященства	İtibar Köpek Kıyafeti
Dog Suit of Eminence	至高のドッグスーツ	지고의 도그 슈트	至高之狗狗服	至高的狗狗套裝	Hundeanzug des Ansehens	Traje de perro de la eminencia	Tenue chien d'éminence	Tuta canina dell'eminenza	Kombinezon renomy	Roupa Canina da Eminência	Собачий костюм преосвященства	İtibar Köpek Kıyafeti
Dog Suit of Eminence	至高のドッグスーツ	지고의 도그 슈트	至高之狗狗服	至高的狗狗套裝	Hundeanzug des Ansehens	Traje de perro de la eminencia	Tenue chien d'éminence	Tuta canina dell'eminenza	Kombinezon renomy	Roupa Canina da Eminência	Собачий костюм преосвященства	İtibar Köpek Kıyafeti
Torso of Sorrow	落涙のトルソー	낙루의 토르소	落泪之躯壳	落淚的軀幹	Torso der Trauer	Torso de la pena	Torse de chagrin	Torso della tristezza	Korpus smutku	Peitoral do Pesar	Корпус скорби	Hüzün Gövdesi
Torso of Sorrow	落涙のトルソー	낙루의 토르소	落泪之躯壳	落淚的軀幹	Torso der Trauer	Torso de la pena	Torse de chagrin	Torso della tristezza	Korpus smutku	Peitoral do Pesar	Корпус скорби	Hüzün Gövdesi
Torso of Betrayal	裏切のトルソー	배신의 토르소	背叛之躯壳	背叛的軀幹	Torso des Betrugs	Torso de la traición	Torse de trahison	Torso del tradimento	Korpus zdrady	Peitoral da Traição	Корпус предательства	İhanet Gövdesi
Torso of Betrayal	裏切のトルソー	배신의 토르소	背叛之躯壳	背叛的軀幹	Torso des Betrugs	Torso de la traición	Torse de trahison	Torso del tradimento	Korpus zdrady	Peitoral da Traição	Корпус предательства	İhanet Gövdesi
Torso of Treason	謀反のトルソー	모반의 토르소	谋反之躯壳	謀反的軀幹	Torso des Verrats	Torso de la deslealtad	Torse de révolte	Torso della fellonia	Korpus obłudy	Peitoral da Traição	Корпус измены	İhanet Gövdesi
Torso of Treason	謀反のトルソー	모반의 토르소	谋反之躯壳	謀反的軀幹	Torso des Verrats	Torso de la deslealtad	Torse de révolte	Torso della fellonia	Korpus obłudy	Peitoral da Traição	Корпус измены	İhanet Gövdesi
Torso of Treason	謀反のトルソー	모반의 토르소	谋反之躯壳	謀反的軀幹	Torso des Verrats	Torso de la deslealtad	Torse de révolte	Torso della fellonia	Korpus obłudy	Peitoral da Traição	Корпус измены	İhanet Gövdesi
Torso of Anguish	断泣のトルソー	단읍의 토르소	断泣之躯壳	慟哭的軀幹	Torso der Qual	Torso de angustia	Torse de douleur	Torso del tormento	Korpus udręki	Peitoral da Angústia	Корпус мучений	Izdırap Gövdesi
Torso of Anguish	断泣のトルソー	단읍의 토르소	断泣之躯壳	慟哭的軀幹	Torso der Qual	Torso de angustia	Torse de douleur	Torso del tormento	Korpus udręki	Peitoral da Angústia	Корпус мучений	Izdırap Gövdesi
Torso of Anguish	断泣のトルソー	단읍의 토르소	断泣之躯壳	慟哭的軀幹	Torso der Qual	Torso de angustia	Torse de douleur	Torso del tormento	Korpus udręki	Peitoral da Angústia	Корпус мучений	Izdırap Gövdesi
Torso of Heresy	忘恩のトルソー	망은의 토르소	忘恩之躯壳	忘恩的軀幹	Torso der Häresie	Torso del sacrilegio	Torse d'hérésie	Torso dell'eresia	Korpus herezji	Peitoral da Heresia	Корпус ереси	Dalalet Gövdesi
Torso of Heresy	忘恩のトルソー	망은의 토르소	忘恩之躯壳	忘恩的軀幹	Torso der Häresie	Torso del sacrilegio	Torse d'hérésie	Torso dell'eresia	Korpus herezji	Peitoral da Heresia	Корпус ереси	Dalalet Gövdesi
Torso of Heresy	忘恩のトルソー	망은의 토르소	忘恩之躯壳	忘恩的軀幹	Torso der Häresie	Torso del sacrilegio	Torse d'hérésie	Torso dell'eresia	Korpus herezji	Peitoral da Heresia	Корпус ереси	Dalalet Gövdesi
Torso of Eminence	至高のトルソー	지고의 토르소	至高之躯壳	至高的軀幹	Torso des Ansehens	Torso de la eminencia	Torse d'éminence	Torso dell'eminenza	Korpus renomy	Peitoral da Eminência	Корпус преосвященства	İtibar Gövdesi
Torso of Eminence	至高のトルソー	지고의 토르소	至高之躯壳	至高的軀幹	Torso des Ansehens	Torso de la eminencia	Torse d'éminence	Torso dell'eminenza	Korpus renomy	Peitoral da Eminência	Корпус преосвященства	İtibar Gövdesi
Torso of Eminence	至高のトルソー	지고의 토르소	至高之躯壳	至高的軀幹	Torso des Ansehens	Torso de la eminencia	Torse d'éminence	Torso dell'eminenza	Korpus renomy	Peitoral da Eminência	Корпус преосвященства	İtibar Gövdesi
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
