RESERVE	A fallen angel in Judeo-Christian lore whose name signifies "Morning Star." Primarily known for defying God but also worshipped as a bringer of light to mankind.
Satan	The Judeo-Christian prince of darkness, he is known for his role as the snake that tempted Adam and Eve in Eden. It is also said that he was sent by God to test man's piety.
Lucifer	A fallen Judeo- Christian angel, he led a rebellion with an army of angels against God and lost. He waits in Hell for his chance to challenge God once more and strike Him down.
Kohryu	Known as the Gold Dragon, it reigns over the Ssu-Ling, celestial creatures of Chinese lore. It is located at the center of the four beasts.
Okuninushi	A Kunitsu deity of Japanese mythology that governs agriculture and medicine. He is said to have built the country of Izumo with Susano-o's daughter, Suseri-Hime.
Norn	Goddesses of fate in Norse myth. They live below the roots of Yggdrasil and weave the threads of fate, by which even the gods are bound.
RESERVE	A Hindu god of war, known as Skanda or Murugan. He rides atop a peacock called Paravani, with bow and arrow drawn. He commands the army of the gods and defeated the forces of Asura.
RESERVE	Seven days after its birth, a wolf killed its mother. Yoshizane Satomi later promised his daughter's hand if it could defeat the enemy, but after Yatsufusa's success, Yoshizane's retainer shot it dead.
Futsunushi	The Nihonshoki sword deity who pacified Ashihara- no-Nakatsukuni. His name comes from "futsu," the fashion in which things are cut, and "nushi," his nature as a god.
RESERVE	RESERVE Mythology
Seth	The Egyptian god of the desert, chaos, and evil. He murdered his brother, Osiris, and tried to become chief god, but he was castrated by Osiris's son, Horus.
Ishtar	The revered goddess of war and love in ancient Mesopotamia. She seduced many men to their doom. When Gilgamesh, the hero, spurned her, she murdered his best friend, Enkidu.
RESERVE	RESERVE Mythology
Surt	A fire giant in Norse lore. He rules the fire realm, Muspelheim, and brandishes a burning sword. At Ragnarok, he will set the world ablaze.
???	The German name of the hero in the epic poem, "The Nibelungenlied." The dragon Fafnir's blood made him invincible, but a single leaf on his back resulted in a weak spot.
Lakshmi	The Hindu goddess of beauty and good fortune, Vishnu's wife, and Kama's mother. She is the goddess of love, believed to have been born from an ocean of milk.
RESERVE	A god who migrated from Silla to Kyushu to give oracles to the people. Later deified as a guardian of samurai across Japan. Also called Yahata, or "a figure for gods to possess."
RESERVE	RESERVE Mythology
Ex-Belphegor	Demonic governor of the deadly sin of sloth, who also excels at invention and discovery. May derive from Ba'al Pe'or, Syrian god of abundant crops.
RESERVE	A cursed Norse spirit in the form of a beautiful woman, known to bloom from the blood of hanged men. She was believed to tell secrets if properly tended to.
Garuda	A divine bird-man in Hindu lore. He once fought the gods and received immortality in exchange for becoming Vishnu's carrier.
Fortuna	The Roman goddess of luck, she spins the Wheel of Fortune. She is believed to have originally been a fertility goddess. Her Greek counterpart is Tyche.
Suzaku	One of the Ssu-Ling, celestial creatures of Chinese myth. It is a giant bird that is said to chirp in five beautiful voices. It represents the direction south, the season of summer, and the element of fire.
Seiryu	The noblest of the Ssu-Ling creatures of Chinese myth. It represents the direction east, the season of spring, and the element of wood. It dwells in a palace at the bottom of the ocean.
Genbu	One of the Ssu-Ling, celestial creatures of Chinese myth. It represents the direction north, the season of winter, and the element of water. Known to be a great warrior, it supports the Earth from below.
Byakko	One of the Ssu-Ling, celestial creatures of Chinese myth. It represents the direction west, the season of autumn, and the element of metal. He is believed to be the king of all beasts.
Bishamonten	Also known as Tamonten and Vaishravana in Buddhist lore, he is the strongest of the Heavenly Kings. He protects the North and is the god of war.
Koumokuten	Also known as Virupaksha, he is the protector of the West, and is one of the Four Heavenly Kings of Buddhist origin. He keeps a close watch on the world with his sharp gaze.
Jikokuten	Also known as Dhritarashtra, he is the protector of the East, and is one of the Four Heavenly Kings of Buddhist origin. He helps maintain the security of the nation.
Zouchouten	Also known as Virudhaka, he is the protector of the South, and is one of the Four Heavenly Kings of Buddhist origin. He is the god of the five grains, and was once the chief of the gods.
Hell Biker	A motorcyclist whose violent nature turned him into a demon. His anger with himself and the world causes him to lash out, that everyone else would suffer as well.
Daisoujou	A monk who died while fasting, his spiritual power allows his body to continue to exist without rotting. It is said that he will appear before people on the day of salvation.
Trumpeter	Angels that sound the trumpets at the time of the Apocalypse. As each trumpet sounds, the more plagues and disasters will occur, turning the earth into a land of death and suffering.
White Rider	One of the Four Horsemen of the Apocalypse, he rides a white horse with a bow in hand. A crown was granted to him, and he promises victory.
Matador	A master sportsman who entertains the audience in exchange for his own life: one mistake can mean death. Some believe that matadors who die while performing remain in this world.
Pale Rider	One of the Four Horsemen of the Apocalypse, he rides a pale horse and represents death. He has the power to destroy life.
Horus	An ancient god of Egypt whose eyes are the sun and moon. Revered by some as the chief god, he is often depicted as a hawk or a falcon.
RESERVE	RESERVE Mythology
Attis	A Phrygian god who symbolizes life, death, and revival. He rejected Cybele's love and was driven mad, dying after he castrated himself. Cybele then resurrected him.
RESERVE	RESERVE Mythology
RESERVE	The god of war in Greek myth. Other gods despised him for his cruel and violent nature. He opposed Athena, who resented war.
Sraosha	In Zoroastrian lore, Sraosha's duty is to listen to the cry of humans for Ahura Mazda. He is also known to descend after sunset to vanquish evil. His name literally means "observance."
Berith	One of the 72 demons of the Goetia. Known as the Duke of Hell, he rides a gigantic horse and burns those without manners.
RESERVE	Japanese god of words, thought to be the deification of echoes. Said to proclaim good and bad in a single word, and all words uttered by him come true.
Mitra	An ancient Persian god of contracts, who was also revered as a sun god who brought harvests when he was introduced to the Zoroastrian religion.
Phoenix	The legendary bird of Chinese myth, said to appear only in times of peace. It is the ruler of all birds. When it dies, birds across the land chirp with sadness.
Principality	The seventh of the nine orders of angels. They guard cities and nations, and protect various religious figures.
Neko Shogun	A prophetic Taoist god, originally known as Mao Shogun. Due to a linguistic error involving the Chinese word for "cat," his name was changed to Neko Shogun.
Vasuki	A giant serpent of Hindu legend. It is said the gods and demons used him to churn the sea of milk. The strain caused him to exhale incredibly potent venom, but Shiva swallowed it.
Ananta	The 1,000-headed serpent of Hindu legend, Ananta is Sanskrit for "infinite." After resting on him, Vishnu woke up and created the universe.
Throne	The third of the nine orders of angels. They are the angels of dignity and justice who carry God's throne and govern thought. They are angels of knowledge.
RESERVE	RESERVE Mythology
Quetzalcoatl	An Aztec deity known as the Feathered Serpent. He created humans with his own blood and taught them how to sustain themselves.
Red Rider	One of the Four Horsemen of the Apocalypse, he rides a red horse and carries a great sword. He has the power to destroy peace and make men slay one another.
Black Rider	One of the Four Horsemen of the Apocalypse, he rides a black horse and carries scales. He brings famine and has the right to end lives through suffering.
RESERVE	Shiva's first consort in Hindu myth, she threw herself into a sacrificial fire in protest of her father's treatment of Shiva. Reborn as Parvati, she was reunited with Shiva.
Ex-Moloch	A Canaanite god of fire. A bronze statue of a man with a bull's head stands at an altar. Sacrificial children were thrown into the statue after it was heated.
Pazuzu	The Babylonian lord of wind and scorching sands. He has the body of a man, a lion's head, the claws and wings of an eagle, and has a deadly poison. The diseases he spreads can only be cured with magic.
???	RESERVE Mythology
Slime	RESERVE Mythology
Jack-o'-Lantern	RESERVE Mythology
Agathion	RESERVE Mythology
Mandrake	RESERVE Mythology
Shiisaa	RESERVE Mythology
Jack Frost	RESERVE Mythology
Sudama	RESERVE Mythology
Onmoraki	RESERVE Mythology
Bugs	RESERVE Mythology
Pixie	RESERVE Mythology
Pixie	RESERVE Mythology
Ardha	RESERVE Mythology
RESERVE	RESERVE Mythology
Asmodeus	RESERVE Mythology
Azazel	RESERVE Mythology
Baal	RESERVE Mythology
Tithoes	RESERVE Mythology
Mammon	RESERVE Mythology
Leviathan	RESERVE Mythology
Samael	RESERVE Mythology
Maria	The maternal figure of Christianity. Gabriel informed her that she was to be the mother of Jesus. Some sects revere her as the Virgin Mary, but other denominations do not focus on her.
Vohu Manah	The second of Zoroastrianism's "divine sparks," Amesha Spenta, its name means "good thought." This holy entity is said to have given Zoroaster revelations from God.
Cait Sith	A fae beast from the Scottish highlands. Their kingdoms are in tree hollows or abandoned houses. Dog-sized, with vivid green eyes. Some live with humans, as they understand our speech.
Mishaguji	An indigenous god of the Shinano region from before the forces of Yamato occupied the land. Said to be born from the belief that divine spirits dwelled in rocks and stones.
???	RESERVE Mythology
???	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P6 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
Izanagi-no-Okami	A Persona of another story. A Japanese god of creation, he begat the sky, ocean, and night, and 8 million other gods. Opposes his once-wife, the goddess Izanami, after an encounter in Yomotsu Hirasaka.
Psyche	RESERVE Mythology
Athena	A Persona of another story. Daughter of Zeus, and a goddess of great martial ability. She fights to protect her land or her family, but never for sheer bloodlust. Her symbol is the olive tree.
Raoul	Another alias of Maurice Leblanc's hero, Arsene Lupin. Infamous as a phantom thief, he was also known to be a man of many friends, lovers, and treasured allies.
Orpheus Telos	RESERVE Mythology
Orpheus	A Persona of another story. A poet skilled with the lyre. He tried to retrieve his wife from Hades, but she vanished when he looked back before reaching the surface.
Izanagi-no-Okami Pic.	A Persona turned picaro after becoming the Trickster's mask. A Japanese god of creation, he begat the sky, ocean, and night, and 8 million other gods. Opposes his once-wife, the goddess Izanami.
Psyche Picaro	RESERVE Mythology
Athena Picaro	A Persona turned picaro after becoming the Trickster's mask. Daughter of Zeus, and a goddess of great martial ability. She fights for her land or her family, but never out of sheer bloodlust.
Neo Arsene Picaro	RESERVE Mythology
Orpheus Telos Picaro	RESERVE Mythology
Orpheus Picaro	A Persona turned picaro after becoming the Trickster's mask. A Greek poet who tried to retrieve his wife from Hades, but she vanished when he looked back before reaching the surface.
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
Macabre	An evil spirit with the same name as the Death appearing in medieval oratorios. It is depicted as a skeleton with a black cloak and a sickle to reap humans. It dances the feared "Dance of Death."
Alilat	The Arabian mother goddess also known as Allat. She was thought to reside in the Black Stone at the Kaaba. She and her son, Dusura, were worshipped there by desert nomads.
Thunderbird	A revered bird of Native American mythology said to live atop cloud-shrouded peaks. Resembles an eagle. Its wingbeats create thunderclaps, and some legends say its eyes can unleash lightning.
Fafnir	An evil dragon of Norse lore, it was vanquished by the hero, Siegfried. According to the Volsunga saga, it was venomous, had legs like snakes, and shook the ground with every step.
Byakhee	A malformed, winged servant of the Cthulhu Mythos's cosmic god Hastur. They can fly even in the vacuum of space, and it's said that if you can summon one, it will carry you wherever you wish.
Hastur	An evil god of the Cthulhu Mythos and one of the eldritch deities known as Great Old Ones. It wields great power over wind. Also called "The Unspeakable" and "The King in Yellow."
Tam Lin	A fae knight of the Seelie Court, said to protect the forest of Carterhaugh. After being kidnapped by the faeries at the tender age of 9, he lived much of his life among them.
Throne	The third of the nine orders of angels. They are the angels of dignity and justice who carry God's throne and govern thought. They are angels of knowledge.
Surt	A fire giant in Norse lore. He rules the fire realm, Muspelheim, and brandishes a burning sword. At Ragnarok, he will set the world ablaze.
Loa	A general name for gods and spirits of Vodum. The gods that actually affect human lives are called by this name. Those with negative power are said to be able to kill with a fatal curse.
Chimera	Part lion, part goat and part snake, this creature originally represented the seasons. In Greek mythology, it was viewed as a violent monster. Born of Typhon and Echidna.
Atavaka	One of the eight Yashaou. His domain is war and protection. Once a child-eating demon, he became one of the greatest of the Wisdom Kings after Buddha converted him to good.
Cait Sith	A fae beast from the Scottish highlands. Their kingdoms are in tree hollows or abandoned houses. Dog-sized, with vivid green eyes. Some live with humans, as they understand our speech.
Siegfried	The German name of the hero in the epic poem, "The Nibelungenlied." The dragon Fafnir's blood made him invincible, but a single leaf on his back resulted in a weak spot.
P5 Unused	RESERVE Mythology
P5 Unused	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
???	RESERVE Mythology
RESERVE	RESERVE Mythology
RESERVE	RESERVE Mythology 
