id	en	jp	cn	tw	ko	gr	es	fr	it
CNAME_NS_ER28_FROST3_1	Snowman-like Demon	雪だるまのような悪魔	长得像雪人的恶魔	宛如雪人的惡魔	눈사람 형상의 악마	Schneemannhafter Dämon	Demonio muñeco de nieve	Démon bonhomme de neige	Demone simile a un pupazzo di neve
CNAME_NS_ER37_ROSE	Rose	ローズ	萝丝	蘿絲	로즈	Rose	Rose	Rose	Rose
CNAME_NS_ER37_ROSE_1	Risky Woman	剣呑な雰囲気の女	气势汹汹的女性	散發危險氣息的女性	위험한 분위기의 여자	Riskante Frau	Mujer arriesgada	Femme aventureuse	Donna pericolosa
CNAME_NS_ER05_LIGHT_M	Cheerful Man	明るい雰囲気の男	乐观开朗的男性	散發開朗氣息的男性	밝은 분위기의 남자	Fröhlicher Mann	Hombre alegre	Homme chaleureux	Uomo allegro
CNAME_NS_ER06_PAZUZU	Pazuzu	パズス	帕祖祖	帕祖祖	파즈스	Pazuzu	Pazuzu	Pazuzu	Pazuzu
CNAME_NS_ER08_LILIM	Lilim	リリム	莉莉姆	莉莉姆	릴림	Lilim	Lilim	Lilim	Lilim
CNAME_NS_ER08_LILIM_1	Winged Demon	羽の生えた悪魔	长着翅膀的恶魔	擁有翅膀的惡魔	날개 달린 악마	Geflügelter Dämon	Demonio alado	Démon ailé	Demone alato
CNAME_NS_ER29_FORST4	Frost Shiro	フロシロー	霜四郎	霜四郎	프로시로	Frost Shiro	Frost Shiro	Frost Shiro	Frost Shiro
CNAME_NS_ER29_FORST4_1	Snowman-like Demon	雪だるまのような悪魔	长得像雪人的恶魔	宛如雪人的惡魔	눈사람 형상의 악마	Schneemannhafter Dämon	Demonio muñeco de nieve	Démon bonhomme de neige	Demone simile a un pupazzo di neve
CNAME_NS_ER32_FENRIR	Fenrir	フェンリル	芬里尔	芬里爾	펜리르	Fenrir	Fenrir	Fenrir	Fenrir
CNAME_NS_ER32_FENRIR_1	Violent Wolf Demon	凶暴な狼の悪魔	凶暴的狼之恶魔	狂暴野狼的惡魔	흉포한 늑대 악마	Brutaler Wolfsdämon	Demonio lobo violento	Démon loup violent	Demone lupo violento
CNAME_NS_ER35_MOVIE_M	Movie Lover	映画好きな男	喜欢电影的男性	喜歡電影的男性	영화를 좋아하는 남자	Filmeliebender Mann	Cinéfilo	Cinéphile	Uomo che ama i film
CNAME_NS_ER35_JAAKU	Black Frost	じゃあくフロスト	邪恶霜精	邪惡霜精	사악한 프로스트	Schwarzer Frost	Frost oscuro	Black Frost	Frost Nero
CNAME_NS_ER35_JAAKU_1	High-pitched Voice	甲高い声	尖细的声音	尖銳的聲音	카랑카랑한 목소리	Hohe Stimme	Voz aguda	Voix aigüe	Voce acuta
CNAME_NS_ER35_STRADDLE_M	Opportunistic Summoner	日和見のサマナー	见风使舵的召唤师	牆頭草的召喚師	기회주의 서머너	Opportunistischer Beschwörer	Invocador oportunista	Invocateur opportuniste	Evocatore opportunista
CNAME_NS_ER40_EMPLOYEE_M	Shop Employee	ショップ店員の男	男性店员	商店的男店員	점원 남자	Ladenangestellter	Dependiente	Employé magasin pour hommes	Commesso
CNAME_NS_ER40_MERMAID	Mermaid	マーメイド	美人鱼	美人魚	머메이드	Seejungfrau	Sirena	Sirène	Sirena
CNAME_NS_ER40_MERMAID_1	Mermaid Demon	人魚の悪魔	半人半鱼的恶魔	人魚的惡魔	인어 악마	Seejungfrau-Dämon	Demonio sirena	Démon sirène	Demone sirena
CNAME_NS_ER40_HANS	Hans	ハンス	汉斯	漢斯	한스	Hans	Hans	Hans	Hans
CNAME_NS_ER40_HANS_1	Gloomy Man	暗い雰囲気の男	阴沉的男性	散發陰鬱氣息的男性	어두운 분위기의 남자	Bedrückter Mann	Hombre sombrío	Homme sinistre	Uomo cupo
CNAME_NS_ER43_AKITO	Akito	アキト	秋人	秋人	아키토	Akito	Akito	Akito	Akito
CNAME_NS_ER43_AKITO_1	Flustered Man	焦る男	焦躁的男性	焦急的男性	초조한 남자	Nervöser Mann	Hombre nervioso	Homme confus	Uomo agitato
CNAME_NS_ER43_NATSUHIKO	Natsuhiko	ナツヒコ	夏彦	夏彥	나츠히코	Natsuhiko	Natsuhiko	Natsuhiko	Natsuhiko
CNAME_NS_ER43_NATSUHIKO_1	Exhausted Man	くたびれた様子の男	十分憔悴的男性	疲憊的男性	지쳐 보이는 남자	Erschöpfter Mann	Hombre agotado	Homme éreinté	Uomo esausto
CNAME_NS_ER03_CULT_M	Cultist Man	新興宗教の男	新兴宗教的男教徒	新興宗教的男教徒	신흥 종교를 믿는 남자	Kultist	Sectario	Homme fanatique	Seguace di una setta
CNAME_NS_ER03_CULT_F	Cultist Woman	新興宗教の女	新兴宗教的女教徒	新興宗教的女教徒	신흥 종교를 믿는 여자	Kultistin	Sectaria	Femme fanatique	Seguace di una setta
CNAME_NS_ER03_THRONE	Throne	ソロネ	座天使	座天使	트론	Thron	Trono	Trône	Trono
CNAME_NS_ER03_THRONE_1	Solemn Demon	厳かな様子の悪魔	样貌庄严的恶魔	威風凜凜的惡魔	엄숙한 분위기의 악마	Ernster Dämon	Demonio solemne	Démon solennel	Demone solenne
CNAME_NS_ER09_MIRAI	Mirai	ミライ	未来	未來	미라이	Mirai	Mirai	Mirai	Mirai
CNAME_NS_ER09_MIRAI_1	Scared Boy	怯えている少年	心惊胆战的少年	感到畏懼的少年	겁에 질린 소년	Verängstigter Junge	Niño asustado	Garçon effrayé	Bambino impaurito
CNAME_NS_ER09_ORTHROS	Orthrus	オルトロス	欧特鲁斯	歐特魯斯	오르트로스	Orthrus	Ortro	Orthros	Orthrus
CNAME_NS_ER09_ORTHROS_1	Fierce Beast Demon	獰猛な獣の悪魔	凶暴的兽型恶魔	猙獰猛獸的惡魔	사나운 짐승 악마	Wilder Bestiendämon	Demonio bestia feroz	Démon bête féroce	Demone Bestia feroce
CNAME_NS_ER15_PURE_BOY	Unspoiled Boy	純朴そうな少年	看似纯朴的少年	純樸的少年	순진해 보이는 소년	Argloser Junge	Niño ingenuo	Garçon pur	Bambino non viziato
CNAME_NS_ER30_FROST5	Frost Goro	フロゴロー	霜五郎	霜五郎	프로고로	Frost Goro	Frost Goro	Frost Goro	Frost Goro
CNAME_NS_ER30_FROST5_1	Snowman-like Demon	雪だるまのような悪魔	长得像雪人的恶魔	宛如雪人的惡魔	눈사람 형상의 악마	Schneemannhafter Dämon	Demonio muñeco de nieve	Démon bonhomme de neige	Demone simile a un pupazzo di neve
CNAME_NS_ER41_RS_FELLOW	R.S.'s Crewman	R.S.の部下	R.S.的部下	R.S.的部下	R.S.의 부하	Handlanger von R. S.	Subordinado de R.S.	Sbire de S.R.	Sottoposto di S.R.
CNAME_NS_ER41_RS_FELLOW_1	R.S.?	R.S.？	R.S.？	R.S.？	R.S.?	R. S.?	¿R.S.?	S.R. ?	S.R.?
CNAME_NS_ER44_MAKIKO	Makiko	マキコ	真纪子	真紀子	마키코	Makiko	Makiko	Makiko	Makiko
CNAME_NS_ER44_MAKIKO_1	Exhausted Woman	くたびれた様子の女	十分憔悴的女性	疲憊的女性	지쳐 보이는 여자	Erschöpfte Frau	Mujer agotada	Femme épuisée	Donna esausta
CNAME_NS_ER48_BOSS	Turbo Granny	ターボばあちゃん	高速婆婆	暴走婆婆	터보 할머니	Turbo-Oma	Vieja de la carretera	Mamie-turbo	Nonna turbo
CNAME_NS_ER48_BOSS_1	Crazed Demon	正気を失った悪魔	失去理智的恶魔	失去理智的惡魔	이성을 잃은 악마	Verrückter Dämon	Demonio loco	Démon fou	Demone impazzito
CNAME_NS_ER49_BOSS	Dakini	ダーキニー	荼吉尼	荼吉尼	다키니	Dakini	Dakini	Dakini	Dakini
CNAME_NS_ER49_BOSS_1	Suspicious Demon	怪しい女の悪魔	可疑的女恶魔	詭異女性的惡魔	괴이한 여자 악마	Verdächtige Dämonin	Demonio sospechoso	Démon femme suspecte	Demone femmina sospettoso
CNAME_NS_ER50_BOSS	Seth	セト	赛特	賽特	세트	Seth	Seth	Seth	Seth
CNAME_NS_ER35_KUDLAK_1	Black Frost?	じゃあくフロスト？	邪恶霜精？	邪惡霜精？	사악한 프로스트?	Schwarzer Frost?	¿Frost oscuro?	Black Frost ?	Frost Nero?
CNAME_NS_ER35_KUDLAK	Kudlak	クドラク	库德拉克	古德拉克	쿠드라크	Kudlak	Kudlak	Kudlak	Kudlak
CNAME_NS_ER52_MYSTERY_G	Mysterious Girl	不思議な少女	神秘的少女	奇妙的少女	신비한 소녀	Mysteriöses Mädchen	Chica misteriosa	Fille mystérieuse	Ragazza misteriosa
CNAME_NS_ER52_MYSTERY_F	Mysterious Woman	不思議な女性	神秘的女性	奇妙的女性	신비한 여성	Mysteriöse Frau	Mujer misteriosa	Femme mystérieuse	Donna misteriosa
CNAME_NS_ER03_OHNO	Ohno	オオノ	大野	大野	오오노	Ohno	Ohno	Ohno	Ohno
CNAME_NS_ER03_OHNO_1	Suspicious Woman	怪しげな雰囲気の女	可疑的女性	散發可疑氣息的女性	수상한 분위기의 여자	Verdächtige Frau	Mujer sospechosa	Femme louche	Donna sospettosa
CNAME_NS_HIGH_TENSION	Hyped Man	テンション高めの男	情绪高昂的男性	情緒高昂的男性	고양된 남자	Überdrehter Mann	Hombre entusiasmado	Homme enthousiaste	Uomo entusiasta
CNAME_NS_ALCOHOL_M	Proud Boozer	酒を愛する男	嗜酒的男性	愛喝酒的男性	술을 사랑하는 남자	Trinkfreudiger Mann	Alcohólico	Homme soiffard	Uomo che ama l'alcol
CNAME_NS_BUSINESS_F	Capable Woman	仕事のデキる女	职场女强人	馳騁職場的女性	수완 좋은 여자	Fähige Frau	Mujer de negocios	Femme capable	Imprenditrice
CNAME_NS_STYLISH_M	Well-kempt Man	見た目重視の男	重视外貌的男性	重視外表的男性	외모를 중시하는 남자	Eitler Mann	Hombre superficial	Homme vaniteux	Uomo preoccupato delle apparenze
CNAME_NS_YOUNG_SUMMONER	Novice Summoner	新米のサマナー	新人召唤师	菜鳥召喚師	신참 서머너	Neuer Beschwörer	Invocador novato	Invocateur novice	Evocatore novizio
CNAME_NS_NEGATIVE_M	Pessimistic Summoner	ネガティブなサマナー	消极的召唤师	消極的召喚師	비관적인 서머너	Pessimistischer Beschwörer	Invocador pesimista	Invocateur blasé	Evocatore pessimista
CNAME_NS_OLD_TOCHO_M	Former Metropolitan Office Employee	旧都庁の職員	旧都厅的职员	舊都廳的職員	구 도청 직원	Ehemaliger städtischer Angestellter	Exfuncionario	Ex-fonctionnaire	Ex dipendente del governo metropolitano
CNAME_NS_HOST_LOVE_F	Host-obsessed Woman	ホスト狂いの女	沉迷男公关的女性	瘋戀男公關的女性	호스트에 빠진 여자	Auf Host versessene Frau	Fan de los hosts	Femme obsédée par son hôte	Donna ossessionata da un host
CNAME_NS_BELIEVING_M	True Believer	信じている男	深信不疑的男性	深信不疑的男性	믿고 있는 남자	Gläubiger	Hombre crédulo	Homme crédule	Uomo credente
CNAME_NS_KARAKU_TAKUMA	Karakucho's Takuma	華楽町のタクマちゃん	华乐町的拓马	華樂町的拓馬	카라쿠초의 타쿠마	Takuma aus Karakucho	Takuma de Karakucho	Takuma de Karakucho	Takuma di Karakucho
CNAME_NS_ALLEY_OLD_M	Backstreet Man	路地裏のおいちゃん	小巷子的大叔	小巷裡的老人	뒷골목 아저씨	Mann aus Hintergasse	Hombre del callejón	Homme dans la ruelle	Uomo del vicolo
CNAME_NS_CROCK_OLD_M	Burned-out Man	焼き切れた男	激动异常的男性	風燭殘年的男性	한물간 남자	Ausgebrannter Mann	Hombre quemado	Homme exténué	Uomo sfiancato
CNAME_NS_POSITIVE_STUDENT	Interested Student	前のめりな大学生	积极向上的大学生	積極上進的大學生	적극적인 대학생	Nach vorn gebeugter Student	Universitaria tranquila	Étudiante assidue	Studente che chiacchiera
CNAME_NS_DULL_STUDENT	Languid College Student	だるそうな大学生	慵懒的大学生	懶洋洋的大學生	귀찮아 보이는 대학생	Gelangweilter Student	Universitario lánguido	Étudiant fatigué	Studente pigro
CNAME_NS_BAR_REGULAR	Bar Regular	バーの常連の男	酒吧的男性熟客	常跑酒吧的男性	바 단골 남자	Stammgast	Parroquiano	Habitué du bar	Cliente del bar
CNAME_NS_ADVERTISE_F	Woman Looking at Ad	広告を見つめる女	盯着广告看的女性	盯著廣告的女性	광고를 바라보는 여자	Frau aus Werbeagentur	Mujer mirando anuncio	Femme qui regarde une pub	Donna che guarda una pubblicità
CNAME_NS_SCARY_FACE_M	Tough-looking Summoner	強面のデビルサマナー	面相凶悍的恶魔召唤师	神色可畏的惡魔召喚師	험상궂은 데빌 서머너	Zäh aussehender Beschwörer	Invocador poderoso	Invocateur à l'air coriace	Evocatore che sembra un duro
CNAME_NS_COMP_MANIA_F	COMP Enthusiast	COMPマニアの女	COMP女发烧友	愛好COMP的女性	COMP 마니아 여자	COMP-begeisterte Frau	Entusiasta de las COMP	Femme fan de COMP	Donna entusiasta del COMP
CNAME_NS_INDICISIVE_F	Indecisive Woman	優柔不断な女	优柔寡断的女性	優柔寡斷的女性	우유부단한 여자	Unschlüssige Frau	Mujer indecisa	Femme indécise	Donna indecisa
CNAME_NS_OVERPOWER_F	Intimidating Woman	威圧感のある女	气场十足的女性	魄力十足的女性	위압감 있는 여자	Einschüchternde Frau	Mujer intimidante	Femme intimidante	Donna minacciosa
CNAME_NS_PROUDED_M	Bragging Man	得意げな男	得意洋洋的男性	洋洋得意的男性	자신만만한 남자	Angebender Mann	Fanfarrón	Homme fanfaron	Uomo orgoglioso
CNAME_NS_BLACK_DOG_DEMON	Dog-like Demon	黒い犬のような悪魔	长得像黑狗的恶魔	猶如黑犬的惡魔	검은 개 형상의 악마	Schwarzer hundehafter Dämon	Demonio canino	Démon chien noir	Demone simile a un cane nero
CNAME_NS_PUMPKIN_DEMON	Pumpkin-headed Demon	かぼちゃ頭の悪魔	南瓜头恶魔	南瓜頭的惡魔	호박 머리의 악마	Dämon mit Kürbiskopf	Demonio calabaza	Démon à tête de citrouille	Demone dalla testa di zucca
CNAME_NS_SCARY_DEMON	Frightening Demon	恐ろしい顔の悪魔	面容恐怖的恶魔	面容可怕的惡魔	무시무시한 얼굴의 악마	Dämon mit unheimlichem Gesicht	Demonio aterrador	Démon au visage effrayant	Demone dalla faccia spaventosa
CNAME_NS_SMALL_DEMON	Small Demon	小柄な悪魔	身材矮小的恶魔	身形矮小的惡魔	덩치가 작은 악마	Kleiner Dämon	Demonio pequeño	Petit démon	Demone piccolo
CNAME_NS_RAMEN_MAKER	Ramen Stall Owner	ラーメン屋の店主	拉面店老板	拉麵店的店長	라면 가게 점주	Besitzer des Ramen-Standes	Dueño del puesto ramen	Vendeur de ramen	Proprietario del ristorante di ramen
CNAME_NS_CONVINIENCE	Convenience Store Employee	コンビニ店員	便利店店员	便利商店店員	편의점 점주	Mitarbeiterin im Mini-Markt	Empleada del supermercado	Employée de la supérette	Commessa del minimarket
CNAME_WP_ARROW	Mk90 Summoning Gun	九〇式召喚銃	九零式召唤枪	九○式召喚槍	90식 소환총	Beschwörerwaffe T90	Invocadora Mk90	Arme d'invocation 90	Pistola evocatrice 90
CNAME_WP_PSYZOW	Tommy Gun	トミーガン	汤米冲锋枪	湯米衝鋒槍	토미건	Thompson-MP	Ametralladora	Pistolet automatique	Tommy Gun
CNAME_WP_CARMILLA	Stigma	スティグマ	烙印	烙印	스티그마	Stimga	Estigma	Stigmate	Stigma
CNAME_WP_RINGO	Antikythera	アンティキティラ	安提基特拉	安提基特拉	안티키티라	Antikythera	Anticitera	Anticythère	Anticitera
