en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Ganesha Bank	ガネーシャ貯金箱	가네샤 저금통	葛内舍储蓄箱	象頭神儲蓄箱	Ganesha-Sparschwein	Banco de Ganesha	Tirelire Ganesh	Salvadanaio Ganesha	Bank Ganeshy	Cofre de Ganesha	Копилка в виде Ганеши	Ganesha Kasası
Jack Frost Doll	フロスト人形	프로스트 인형	霜精玩偶	傑克霜精布偶	Jack Frost-Puppe	Muñeco Jack Frost	Poupée Jack Frost	Bambola Jack Frost	Lalka Jack Frost	Boneco de Jack Frost	Фигурка Джека Фроста	Jack Frost Bebeği
Book Cover	ブックカバー	책 커버	书皮	書衣	Buchumschlag	Cubierta de libro	Couverture de livre	Coprilibro	Okładka książki	Capa para Livro	Книжная обложка	Kitap Kapağı
Lucky Charm	大吉のお守り	대길 부적	大吉护身符	大吉護身符	Glücksbringer	Amuleto de la suerte	Porte-bonheur	Portafortuna	Amulet szczęścia	Patuá da Sorte	Талисман удачи	Nazarlık
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
White Flower	白い切り花	하얀 꽃	白色切花	白色切花	Weiße Blume	Flor blanca	Fleur blanche	Fiore bianco	Biały kwiat	Flor Branca	Белый цветок	Beyaz Çiçek
Hyper-Metal Robot	超合金ロボ	초합금 로봇	超合金机器人	超合金機器人	Hyper-Metall-Roboter	Robot hipermetalizado	Robot en hyper-métal	Robot di ipermetallo	Hipermetalowy robot	Robô de Hipermetal	Сверхметаллический робот	Hiper Metal Robot
Vintage Yagen	年代物の薬研	오래된 약연	古董药钵	年代久遠的藥缽	Traditionelles Yagen	Yagen antiguo	Yagen vintage	Yagen vintage	Yagen w stylu retro	Yagen Vintage	Старинный ягэн	Nostaljik Yagen
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Chicken Sauté	チキンソテー	치킨 소테	煎鸡肉	嫩煎雞肉	Sautiertes Hühnchen	Pollo salteado	Poulet sauté	Pollo saltato	Kurczak sauté	Frango Refogado	Сотэ из курицы	Tavuk Sote
Cabbage Cream Stew	キャベツのクリーム煮	양배추 크림 스튜	奶油炖卷心菜	奶油燉高麗菜	Kohlrahmeintopf	Crema de repollo	Ragoût chou et crème	Stufato cremoso	Potrawka z kapusty	Ensopado de Repolho	Тушеная капуста в сливках	Lahana Kremalı Yahni
Iron-Athlete Meal	鉄人アスリート飯	철인 애슬리트 푸드	铁人运动员饭	運動鐵人飯	Athletenmahlzeit	Comida de deportistas duros	Repas athlète d'acier	Pasto dell'atleta forte	Posiłek żelaznego atlety	Prato de Atleta	Еда качка	Güçlü Sporcu Yemeği
Super-Athlete Meal	超人アスリート飯	초인 애슬리트 푸드	超人运动员饭	運動超人飯	Superathletenmahlzeit	Comida de superdeportistas	Repas de super athlète	Pasto del super atleta	Posiłek superatlety	Prato de Superatleta	Еда бодибилдера	Süper Sporcu Yemeği
Okay Coffee	そこそこのコーヒー	평범한 커피	一般般的咖啡	普通咖啡	Normaler Kaffee	Café corriente y moliente	Café convenable	Caffè decente	Niezła kawa	Café Razoável	Сносный кофе	İyi Kahve
Excellent Coffee	上出来なコーヒー	잘 내린 커피	很不错的咖啡	精製咖啡	Ausgezeichneter Kaffee	Café excelente	Café excellent	Caffè eccellente	Wyśmienita kawa	Café Excelente	Отличный кофе	Mükemmel Kahve
Luxe Night Tea	高級ナイトティー	고급 나이트 티	高级睡前红茶	高級晚安茶	Luxus-Nachttee	Té de noche de calidad	Thé de nuit de luxe	Tè Luxe Night	Herbata Luxe Night	Chá Noturno de Luxo	Роскошный вечерний чай	Lüks Gece Çayı
Karume-yaki	カルメ焼き	달고나	膨糖	椪糖	Karume-yaki	Karume-yaki	Karume-yaki	Karume-yaki	Karume-yaki	Karume-yaki	Сахарные соты	Karume-yaki
Exquisite Katsudon	絶品カツ丼	일품 돈가스덮밥	绝味猪排盖饭	絕品豬排丼	Exquisites Katsudon	Katsudon exquisito	Katsudon exquis	Katsudon squisito	Znakomity katsudon	Katsudon Divino	Изысканный кацудон	Enfes Katsudon
Ultimate Tempura	究極天丼	궁극 튀김덮밥	究极天妇罗盖饭	究極天婦羅蓋飯	Ultimatives Tempura	Tempura espectacular	Tempura ultime	Tempura definitivo	Mistrzowska tempura	Tempurá Supremo	Идеальная темпура	Özel Tempura
Decadent Tea	最高級アレンジティー	최고급 어레인지 티	顶级调味茶	頂級特調茶	Dekadenztee	Té decadente	Thé décadent	Tè decadente	Dekadencka herbata	Chá Extravagante	Изысканный чай	Lüks Çay
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Trafuri Gem	トラフーリジェム	트라프리 젬	特拉芙里宝石	特拉芙里寶石	Trafuri-Juwel	Gema Trafuri	Gemme Trafuri	Gemma Trafuri	Klejnot Trafuri	Gema de Trafuri	Камень Трафури	Trafuri Değerli Taşı
Magic Mirror	マジックミラー	매직 미러	魔法反弹镜	魔反鏡	Magischer Spiegel	Espejo mágico	Miroir magique	Specchio magico	Magiczne lustro	Espelho Mágico	Зеркало магии	Büyülü Ayna
Attack Mirror	フィジカルミラー	피지컬 미러	物理反弹镜	物反鏡	Angriffsspiegel	Espejo ofensivo	Miroir physique	Specchio offensivo	Lustro ataku	Espelho de Ataque	Зеркало атаки	Saldırı Aynası
Dekaja Gem	デカジャジェム	데카쟈 젬	迪卡加宝石	迪卡加寶石	Dekaja-Juwel	Gema Dekaja	Gemme Dekaja	Gemma Dekaja	Klejnot Dekaja	Gema de Dekaja	Камень Декайя	Dekaja Değerli Taşı
Dekunda Gem	デクンダジェム	데쿤다 젬	迪坤达宝石	迪坤達寶石	Dekunda-Juwel	Gema Dekunda	Gemme Dekunda	Gemma Dekunda	Klejnot Dekunda	Gema de Dekunda	Камень Декунда	Dekunda Değerli Taşı
Homunculus	ホムンクルス	호문쿨루스	人造人	人造人	Homunkulus	Homúnculo	Homuncule	Homunculus	Homunkulus	Homúnculo	Гомункул	Homunculus
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Agilao Gem	アギラオジェム	아기라오 젬	亚基拉欧宝石	亞基拉歐寶石	Agilao-Juwel	Gema Agilao	Gemme Agilao	Gemma Agilao	Klejnot Agilao	Gema de Agilao	Камень Агилао	Agilao Değerli Taşı
Maragi Gem	マハラギジェム	마하라기 젬	玛哈拉基宝石	瑪哈拉基寶石	Maragi-Juwel	Gema Maragi	Gemme Maragi	Gemma Maragi	Klejnot Maragi	Gema de Maragi	Камень Мараги	Maragi Değerli Taşı
Bufula Gem	ブフーラジェム	부흐라 젬	布芙拉宝石	布芙拉寶石	Bufula-Juwel	Gema Bufula	Gemme Bufula	Gemma Bufula	Klejnot Bufula	Gema de Bufula	Камень Буфула	Bufula Değerli Taşı
Mabufu Gem	マハブフジェム	마하부흐 젬	玛哈布芙宝石	瑪哈布芙寶石	Mabufu-Juwel	Gema Mabufu	Gemme Mabufu	Gemma Mabufu	Klejnot Mabufu	Gema de Mabufu	Камень Мабуфу	Mabufu Değerli Taşı
Zionga Gem	ジオンガジェム	지온가 젬	吉欧加宝石	吉歐加寶石	Zionga-Juwel	Gema Zionga	Gemme Zionga	Gemma Zionga	Klejnot Zionga	Gema de Zionga	Камень Зионга	Zionga Değerli Taşı
Mazio Gem	マハジオジェム	마하지오 젬	玛哈吉欧宝石	瑪哈吉歐寶石	Mazio-Juwel	Gema Mazio	Gemme Mazio	Gemma Mazio	Klejnot Mazio	Gema de Mazio	Камень Мазио	Mazio Değerli Taşı
Garula Gem	ガルーラジェム	갈라 젬	加尔拉宝石	加爾拉寶石	Garula-Juwel	Gema Garula	Gemme Garula	Gemma Garula	Klejnot Garula	Gema de Garula	Камень Гарула	Garula Değerli Taşı
Magaru Gem	マハガルジェム	마하갈 젬	玛哈加尔宝石	瑪哈加爾寶石	Magaru-Juwel	Gema Magaru	Gemme Magaru	Gemma Magaru	Klejnot Magaru	Gema de Magaru	Камень Магару	Magaru Değerli Taşı
Megido Gem	メギドジェム	메기도 젬	米吉多宝石	米吉多寶石	Megido-Juwel	Gema Megido	Gemme Megido	Gemma Megido	Klejnot Megido	Gema de Megido	Камень Мегидо	Megido Değerli Taşı
Megidolaon Gem	メギドラオンジェム	메기도라온 젬	米吉多拉翁宝石	米吉多拉翁寶石	Megidolaon-Juwel	Gema Megidolaon	Gemme Megidolaon	Gemma Megidolaon	Klejnot Megidolaon	Gema de Megidolaon	Камень Мегидолаон	Megidolaon Değerli Taşı
Purifying Rice	せがき米	공양미	施饿鬼米	施餓鬼米	Reinigender Reis	Arroz purificador	Riz purificateur	Riso purificante	Oczyszczający ryż	Arroz Purificador	Очищающий рис	Arındırıcı Pirinç
Curse Paper	呪殺ペーパー	주살 페이퍼	咒杀纸	咒殺紙	Fluchpapier	Papel maldito	Papier maudit	Carta maledetta	Kartka z klątwą	Papel de Maldição	Бумага с проклятием	Lanet Kağıdı
Fierce Sutra	猛攻の経	맹공의 경문	猛攻经文	猛攻經書	Wildes Sutra	Sutra feroz	Sutra de férocité	Sutra feroce	Sutra przebijania	Sutra da Ferocidade	Сутра ярости	Vahşet Sutrası
Agility Sutra	快速の経	쾌속의 경문	快速经文	快速經書	Flinkes Sutra	Sutra de agilidad	Sutra d'agilité	Sutra agile	Sutra zręczności	Sutra da Agilidade	Сутра ловкости	Çeviklik Sutrası
Protection Sutra	護身の経	호신의 경문	护身经文	護身經書	Schutzsutra	Sutra de protección	Sutra de protection	Sutra protettivo	Sutra ochrony	Sutra da Proteção	Сутра защиты	Korunma Sutrası
Flame Magatama	猛火の勾玉	맹화의 곡옥	猛火勾玉	猛火勾玉	Flammen-Magatama	Magatama de llama	Magatama ardent	Magatama delle fiamme	Magatama płomienia	Magatama de Chama	Пламенная магатама	Alev Magataması
Frigid Magatama	極寒の勾玉	극한의 곡옥	极寒勾玉	極寒勾玉	Eisiges Magatama	Magatama gélida	Magatama glacé	Magatama del gelo	Magatama chłodu	Magatama Gélido	Морозная магатама	Soğukluk Magataması
Shock Magatama	万雷の勾玉	만뢰의 곡옥	万雷勾玉	萬雷勾玉	Schock-Magatama	Magatama paralizante	Magatama électrifié	Magatama del fulmine	Magatama wstrząsu	Magatama de Choque	Искрящаяся магатама	Şok Magataması
Gale Magatama	暴風の勾玉	폭풍의 곡옥	暴风勾玉	暴風勾玉	Gewitter-Magatama	Magatama de vendaval	Magatama tempétueux	Magatama del vento	Magatama podmuchu	Magatama de Ventania	Ураганная магатама	Kasırga Magataması
Healthy Tomato	健康トマト	건강 토마토	健康番茄	健康番茄	Gesunde Tomate	Tomate saludable	Tomate saine	Pomodoro salutare	Zdrowy pomidor	Tomate Sadio	Здоровый помидор	Sağlıklı Domates
Big Healthy Tomato	特大健康トマト	특대 건강 토마토	特大健康番茄	特大健康番茄	Große gesunde Tomate	Tomate grande saludable	Grosse tomate saine	Pomodoro salutare grande	Duży zdrowy pomidor	Tomatão Sadio	Здоровый томат	Büyük Sağlıklı Domates
Tiny Healthy Tomato	小康トマト	소강 토마토	小康番茄	和緩番茄	Winzige gesunde Tomate	Tomate pequeño saludable	Petite tomate saine	Pomodoro salutare piccolo	Maleńki zdrowy pomidor	Tomatinho Sadio	Здоровая помидорка	Küçük Sağlıklı Domates
Healthy Tomato EX	健康プチトマト	건강 방울토마토	健康小番茄	健康小番茄	Gesunde Tomate EX	Tomate saludable EX	Tomate saine EX	Pomodoro salutare EX	Zdrowy pomidor EX	Tomate Sadio EX	Здоровый помидор+	Sağlıklı Domates EKS.
Healthiest Tomato	メガ盛り健康トマト	초거대 건강 토마토	超大份健康番茄	超大份健康番茄	Gesündeste Tomate	Tomate supersaludable	Tomate la plus saine	Pomodoro salutare MAX	Najzdrowszy pomidor	Tomate Salubérrimo	Здоровенный томат	En Sağlıklı Domates
Tarukaja Potato	タルカジャイモ	타루카쟈 감자	塔尔卡加土豆	塔爾卡加薯	Tarukaja-Kartoffel	Patata Tarukaja	Patate Tarukaja	Patata Tarukaja	Ziemniak Tarukaja	Batata de Tarukaja	Картофель Тарукайя	Tarukaja Patates
Sukukaja Potato	スクカジャイモ	스쿠카쟈 감자	斯库卡加土豆	斯庫卡加薯	Sukukaja-Kartoffel	Patata Sukukaja	Patate Sukukaja	Patata Sukukaja	Ziemniak Sukukaja	Batata de Sukukaja	Картофель Сукукайя	Sukukaja Patates
Rakukaja Potato	ラクカジャイモ	라쿠카쟈 감자	拉库卡加土豆	拉庫卡加薯	Rakukaja-Kartoffel	Patata Rakukaja	Patate Rakukaja	Patata Rakukaja	Ziemniak Rakukaja	Batata de Rakukaja	Картофель Ракукайя	Rakukaja Patates
Matarukaja Potato	マハタルカジャイモ	마하타루카쟈 감자	玛哈塔尔卡加土豆	瑪哈塔爾卡加薯	Matarukaja-Kartoffel	Patata Matarukaja	Patate Matarukaja	Patata Matarukaja	Ziemniak Matarukaja	Batata de Matarukaja	Картофель Матарукайя	Matarukaja Patates
Heat Riser Potato	オールカジャイモ	올카쟈 감자	全卡加土豆	歐爾卡加薯	Hitzeanstieg-Kartoffel	Patata Subidón	Patate Embellie	Patata Potenziamento	Rozgrzewający ziemniak	Batata de Altercação	Картофель Экзотермия	Isı Yükseltici Patates
Nutritious Amronion	栄養アムリ玉ねぎ	영양 암리타 양파	营养甘露洋葱	營養甘露洋蔥	Nahrhaftes Amronion	Amritabolla nutritiva	Amroignon nutritif	Amrolla nutriente	Odżywczy amronion	Ceborita Nutritiva	Питательный Амритолук	Besin Değeri Yüksek Amrita Soğan
Medicinal Amronion	養生アムリ玉ねぎ	보양 암리타 양파	养生甘露洋葱	養生甘露洋蔥	Medizinisches Amronion	Amritabolla medicinal	Amroignon médicinal	Amrolla medicinale	Leczniczy amronion	Ceborita Medicinal	Целебный Амритолук	İyileştirici Amrita Soğan
Refreshing Amronion	休息アムリ玉ねぎ	휴식 암리타 양파	休息甘露洋葱	休憩甘露洋蔥	Erfrischendes Amronion	Amritabolla refrescante	Amroignon réfrigérant	Amrolla rinfrescante	Odświeżający amronion	Ceborita Revigorante	Освежающий Амритолук	Tazeleyici Amrita Soğan
Nourishing Amronion	滋養アムリ玉ねぎ	자양 암리타 양파	滋养甘露洋葱	滋養甘露洋蔥	Nährendes Amronion	Amritabolla alimenticia	Amroignon nourrissant	Amrolla corroborante	Odżywczy amronion	Ceborita Nutricional	Сытный Амритолук	Besleyici Amrita Soğan
True Amronion	真・アムリ玉ねぎ	진 암리타 양파	真·甘露洋葱	真．甘露洋蔥	Wahres Amronion	Amritabolla auténtica	Vrai Amroignon	Amrolla vera	Prawdziwy amronion	Ceborita Verdadeira	Истинный Амритолук	Gerçek Amrita Soğan
Soul Spinach	ほうれんソウル	시금치 소울	灵魂菠菜	靈魂菠菜	Spinat der Seele	Espinalmas	Épinâme	Spinaci spirituali	Szpinak duszy	Espinafre d'Alma	Зелень души	Ruh Ispanağı
Large Soul Spinach	特大ほうれんソウル	특대 시금치 소울	特大灵魂菠菜	特大靈魂菠菜	Großer Spinat der Seele	Espinalmas grandes	Gros épinâme	Spinaci spirituali grandi	Duży szpinak duszy	Espinafrão d'Alma	Крупная зелень души	Büyük Ruh Ispanağı
Mini Soul Spinach	ミニほうれんソウル	미니 시금치 소울	迷你灵魂菠菜	迷你靈魂菠菜	Kleiner Spinat der Seele	Espinalmas pequeñas	Mini épinâme	Spinaci spirituali mini	Miniszpinak duszy	Espinafrinho d'Alma	Микрозелень души	Küçük Ruh Ispanağı
Leafy Soul Spinach	大葉ほうれんソウル	큰 잎 시금치 소울	大叶灵魂菠菜	寬葉靈魂菠菜	Blattspinat der Seele	Espinalmas frondosas	Épinâme en branches	Spinaci spirituali verdi	Liściasty szpinak duszy	Espinafre d'Alma Farto	Пышная зелень души	Yapraklı Ruh Ispanağı
Meaty Soul Spinach	肉厚ほうれんソウル	두툼 시금치 소울	多肉灵魂菠菜	厚實靈魂菠菜	Fleischiger Spinat der Seele	Espinalmas carnosas	Épinâme à la viande	Spinaci spirituali sostanziosi	Mięsisty szpinak duszy	Espinafre d'Alma Grosso	Сочная зелень души	Dolgun Ruh Ispanağı
Golden Tomato	黄金トマト	황금 토마토	黄金番茄	黃金番茄	Goldene Tomate	Tomate dorado	Tomate dorée	Pomodoro giallo	Złoty pomidor	Tomate Dourado	Золотой помидор	Sarı Domates
Big Golden Tomato	特大黄金トマト	특대 황금 토마토	特大黄金番茄	特大黃金番茄	Große goldene Tomate	Tomate grande dorado	Grosse tomate dorée	Pomodoro giallo grande	Duży złoty pomidor	Tomatão Dourado	Золотой томат	Büyük Sarı Domates
Tiny Golden Tomato	小金トマト	소금 토마토	小金番茄	小金番茄	Kleine goldene Tomate	Tomate pequeño dorado	Petite tomate dorée	Pomodoro giallo piccolo	Maleńki złoty pomidor	Tomatinho Dourado	Золотая помидорка	Küçük Sarı Domates
Golden Tomato EX	黄金プチトマト	황금 방울토마토	黄金小番茄	黃金小番茄	Goldene Tomate EX	Tomate dorado EX	Tomate dorée EX	Pomodoro giallo EX	Złoty pomidor EX	Tomate Dourado EX	Золотой помидор+	Sarı Domates EKS.
Platinum Tomato	メガ盛り黄金トマト	초거대 황금 토마토	超大份黄金番茄	超大份黃金番茄	Platintomate	Tomate de platino	Tomate platine	Pomodoro platino	Platynowy pomidor	Tomate de Platina	Платиновый томат	Platin Domates
Charged Herb	忍之一字ハーブ	인고의 허브	忍之一字香草	忍之一字香草	Geladenes Kraut	Hierba cargada	Herbe chargée	Erba caricata	Naładowane zioło	Erva Carregada	Травы заряда	Enerji Veren Ot
Concentrated Herb	一意専心ハーブ	일의전심 허브	专心一意香草	聚精會神香草	Konzentriertes Kraut	Hierba concentrada	Herbe concentrée	Erba concentrata	Skoncentrowane zioło	Erva Concentrada	Травы концентрации	Yoğunlaştırılmış Ot
Deflecting Herb	捲土重来ハーブ	권토중래 허브	卷土重来香草	捲土重來香草	Ablenkkraut	Hierba evasora	Herbe déflectrice	Erba riflettente	Odpierające zioło	Erva Desviante	Травы отражения	Saptırıcı Ot
Mirror Herb	金剛不壊ハーブ	금강불괴 허브	金刚不坏香草	金剛不壞香草	Spiegelkraut	Hierba espejo	Herbe miroir	Erba specchio	Zioło lustra	Erva Refletora	Травы отзеркаливания	Yansıtıcı Ot
Comeback Herb	起死回生ハーブ	기사회생 허브	起死回生香草	起死回生香草	Comeback-Kraut	Hierba resurgida	Herbe de retour	Erba della rimonta	Zioło powrotu	Erva da Virada	Травы возвращения	Geri Dönüş Otu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Kouga Gem	コウガジェム	코우가 젬	克加宝石	克加寶石	Kouga-Juwel	Gema Kouga	Gemme Kouga	Gemma Kouga	Klejnot Kouga	Gema de Kouga	Камень Куга	Kouga Değerli Taşı
Makouha Gem	マハコウハジェム	마하코우하 젬	玛哈克哈宝石	瑪哈克哈寶石	Makouha-Juwel	Gema Makouha	Gemme Makouha	Gemma Makohua	Klejnot Makouha	Gema de Makouha	Камень Макуха	Makouha Değerli Taşı
Eiga Gem	エイガジェム	에이가 젬	耶加宝石	耶加寶石	Eiga-Juwel	Gema Eiga	Gemme Eiga	Gemma Eiga	Klejnot Eiga	Gema de Eiga	Камень Эйга	Eiga Değerli Taşı
Maeiha Gem	マハエイハジェム	마하에이하 젬	玛哈耶哈宝石	瑪哈耶哈寶石	Maeiha-Juwel	Gema Maeiha	Gemme Maeiha	Gemma Maeiha	Klejnot Maeiha	Gema de Maeiha	Камень Маэйха	Maeiha Değerli Taşı
Holy Magatama	聖典の勾玉	성전의 곡옥	圣典勾玉	聖典勾玉	Heiliges Magatama	Magatama sagrado	Magatama sacré	Magatama sacro	Święta magatama	Magatama Sagrada	Освященная магатама	Kutsal Magatama
Malice Magatama	怨念の勾玉	원한의 곡옥	怨念勾玉	怨念勾玉	Bosheit-Magatama	Magatama de malicia	Magatama malicieux	Magatama dell'astio	Magatama złośliwości	Magatama Malévola	Зловещая магатама	Kötülük Magataması
Empowering Sutra	瞬間増強の経	순간 증강의 경문	瞬间增强经文	瞬間增強經書	Kräftigendes Sutra	Sutra fortalecedor	Sutra motivant	Sutra stimolante	Sutra siły	Sutra Fortalecedor	Сутра усиления	Güçlendirme Sutrası
Debilitator Sutra	壮絶弱体の経	장절약체의 경문	壮烈弱化经文	瞬間弱化經書	Schwächendes Sutra	Sutra debilitador	Sutra de faiblesse	Sutra debilitante	Sutra osłabienia	Sutra Debilitante	Сутра истощения	Güçsüzleştirme Sutrası
Depleting Sutra	虚弱の経	허약의 경문	虚弱经文	虛弱經書	Leerendes Sutra	Sutra menguante	Sutra anémiant	Sutra dell'esaurimento	Sutra wyczerpania	Sutra Exaustor	Сутра скудности	Tüketme Sutrası
Atrophying Sutra	軟弱の経	연약의 경문	软弱经文	軟弱經書	Verkümmerndes Sutra	Sutra atrofiante	Sutra atrophiant	Sutra atrofizzante	Sutra atrofii	Sutra Atrofiante	Сутра угасания	Köreltme Sutrası
Lagging Sutra	遅延の経	지연의 경문	迟延经文	延遲經書	Zauderndes Sutra	Sutra rezagado	Sutra ralentissant	Sutra isolante	Sutra opóźnienia	Sutra Retardante	Сутра вялости	Geciktirme Sutrası
Blinding Flashlight	護身用強力ライト	호신용 강력 라이트	防身用强光手电	防身用強力手電筒	Blendendes Licht	Luz cegadora	Lampe aveuglante	Torcia accecante	Oślepiająca latarka	Lanterna Cegante	Ослепляющий фонарь	Kör Edici El Feneri
Freeze Spray	冷凍スプレー	냉동 스프레이	冷冻喷雾	冷凍噴霧	Starre-Spray	Aerosol congelante	Spray de glace	Spray congelante	Spray zamrażający	Spray Congelante	Спрей-заморозка	Dondurucu Sprey
Tetracone	テトラコーン	테트라콘	物反玉米	物反玉蜀黍	Tetracone	Tetracónico	Tétracône	Tetracono	Tetrakon	Tetracone	Тетраконус	Tetrakoni
Makaracone	マカラコーン	마카라콘	魔反玉米	魔反玉蜀黍	Makaracone	Makaracónico	Makaracône	Makaracono	Makarakon	Makaracone	Макараконус	Makarakoni
Vanish Ball	ドロン玉	잠적 구슬	遁逃弹	遁逃彈	Verschwindeball	Esfera desvanecedora	Balle de disparition	Palla evanescente	Piłka znikania	Bola de Sumiço	Шарик исчезновения	Yok Olma Topu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
