en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
SEES Rapier	ＳＥＥＳ制式レイピア	SEES 제식 레이피어	ＳＥＥＳ制式西洋剑	ＳＥＥＳ制式細劍	S.E.E.S.-Rapier	Estoque de SEES	Rapière SEES	Stocco SEES	Rapier SPOE	Rapieira SEES	Рапира SEES	UMDİB Meçi
Quarter Pike	クォーターパイク	쿼터 파이크	单手短枪	輕便短槍	Viertelpike	Pica corta	Pique	Picca ridotta	Pika	Pique	Четвертная пика	Dördün Kargısı
Flamberge	フランベルク	플람베르크	焰形剑	焰形劍	Flamberge	Flambergue	Flamberge	Flamberga	Flamberg	Flambérgia	Фламберг	Flamberge
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Night Falcon	シャドーダンサー	섀도 댄서	影舞者	影舞者	Nachtfalke	Halcón nocturno	Faucon nocturne	Falco notturno	Nocny jastrząb	Falcão Noturno	Ночной ястреб	Gece Şahini
Elegant Fleuret	スマートフルーレ	스마트 플뢰레	灵巧花剑	靈巧輕劍	Elegantes Florett	Florete elegante	Fleuret élégant	Fioretto elegante	Elegancki floret	Florete Elegante	Элегантная рапира	Zarif Eskrim Kılıcı
Ga Boo	ガ・ボー	게 비더	黄之柄	蓋博	Gae Buidhe	Gae Buidhe	Gáe Buidhe	Gae Buidhe	Ga boo	Ga Boo	Га-бу	Ga Boo
Malice Mary	マリス・マリー	마리스 마리	玛丽斯·玛丽	惡意瑪莉	Miese Mary	María malicia	Malice Mary	Malizia di Mary	Złośliwa Mary	Maria Malévola	Зловещая Мэри	Fesat Mary
Serpent Sword	サーペントソード	서펀트 소드	蛇之剑	大蛇寶劍	Schlangenbogen	Espada serpenteante	Épée serpent	Spada serpentina	Miecz węża	Espada Serpentina	Клинок змея	İblis Kılıcı
Skrep	スクレップ	스크렙	切削者	史克雷普	Skrep	Skrep	Skrep	Skrep	Skrep	Skrep	Скреп	Skrep
Ithuriel Spear	イシュリエルスピア	이슈리엘 스피어	伊斯瑞尔之矛	伊瑟里爾之槍	Ithuriels Speer	Lanza de Ithuriel	Lance d'Ithuriel	Lancia di Ithuriel	Włócznia Ithuriela	Lança de Ituriel	Копье Итуриэля	Ithuriel Mızrağı
Espada Ropera	エスパダ・ロペラ	에스파다 로페라	单手劈刺剑	護手刺劍	Espada Ropera	Espada Ropera	Espada Ropera	Espada Ropera	Espada Ropera	Espada Ropera	Эспада ропера	Espada Ropera
Noble Saber	ノーブルセイバー	노블 세이버	高尚之剑	高貴佩劍	Edler Säbel	Sable noble	Sabre noble	Sciabola da nobile	Szabla szlachcica	Sabre Nobre	Сабля знати	Soylu Süvari Kılıcı
Main Gauche	マン・ゴーシュ	맹 고슈	护手刺剑	格檔小劍	Parierdolch	Main gauche	Main gauche	Mancina	Lewak	Main Gauche	Мэн-гош	Hançer
Witch Saber	ウィッチサーベル	위치 사벨	魔女军刀	女巫軍刀	Hexensäbel	Sable de bruja	Sabre ensorcelé	Sciabola della strega	Szabla czarownicy	Sabre Bruxo	Сабля ведьмы	Cadı Süvari Kılıcı
Rose Flamberge	ローズフランベルク	로즈 플람베르크	玫瑰焰形剑	玫瑰焰形劍	Rosen-Flamberge	Rosa Flambergue	Flamberge rose	Flamberga rosea	Flamberg róż	Flambérgia Rósea	Фламберг розы	Pembe Flamberge
Damascus Rapier	エル・レイピア	엘 레이피어	精致西洋剑	至高神細劍	Damaskus-Rapier	Estoque de Damasco	Rapière damasquinée	Stocco di Damasco	Rapier damasceński	Rapieira Damascus	Дамасская рапира	Şam Meçi
Brionac	ブリューナク	브류나크	布里欧纳克	布琉納刻	Brionac	Brionac	Brionac	Brionac	Brionac	Brionac	Брионак	Brionac
Longinus	聖槍ロンギヌス	성창 롱기누스	圣枪朗基努斯	朗基努斯聖槍	Longinus	Longino	Longinus	Longino	Longin	Longinus	Лонгин	Longinus
Kokuseki Senjin	黒石旋神	흑석선신	黑石旋神	黑石旋神	Kokuseki Senjin	Kokuseki Senjin	Kokuseki Senjin	Kokuseki Senjin	Kokuseki Senjin	Kokuseki Senjin	Кокусэки Сэндзин	Kokuseki Senjin
Snow Queen Whip	雪の女王の鞭	눈의 여왕의 채찍	冰雪女王鞭	冰雪女王之鞭	Schneepeitsche	Látigo reina de hielo	Fouet Snow Queen	Frusta regina nevi	Bat królowej śniegu	Chicote da Neve Real	Хлыст Снежной королевы	Kar Kraliçesi Kırbacı
Cocytus	コキュートス	코퀴토스	悲叹冥河	悲嘆冥河	Kokytos	Cocito	Cocyte	Cocito	Kokytos	Cócito	Кокитос	Kokitos
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Ice Saber	アイスサーベル	아이스 사벨	寒冰军刀	寒冰軍刀	Eissäbel	Sable de hielo	Sabre de glace	Sciabola gelida	Szabla lodu	Sabre de Gelo	Ледяная сабля	Buz Süvari Kılıcı
Charlotte	シャルロット	샬롯	夏洛特	夏洛特	Charlotte	Charlotte	Charlotte	Charlotte	Charlotte	Charlotte	Шарлотта	Charlotte
Illuminati	イルミナティ	일루미나티	光明会之剑	光明眷顧	Illuminati	Illuminati	Illuminati	Illuminax	Illuminati	Illuminati	Иллюминат	Aydınlanan
Aristocracy	アリストクラシ	아리스토크라시	贵胄之剑	尊貴血脈	Aristokratie	Aristocracia	Aristocratie	Aristocrazia	Arystokracja	Aristocracia	Аристократия	Aristokrasi
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Erinys	エリニュス	에리니스	厄里倪厄斯	復仇女神	Erinnyen	Erinys	Erinys	Erinys	Erinys	Erínia	Эриния	Erinyeler
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Albireo	３連装アルビオレ	3연장 알비오레	３联装亚路比奥	三連裝鳥嘴星	Albireo	Albireo	Albiréo	Albireo	Albireo	Albireo	Альбирео	Albireo
Six-Shot	シックスショット	식스 샷	六变金刚	六連裝連發槍	Sechsschüsser	Revólver	Six coups	Sei-colpi	Sześciostrzałowiec	Tiro Sêxtuplo	Револьвер	Altıpatlar
Grenade Launcher	グレネード８０	그레네이드 80	掷弹器８０	８０ｍｍ榴彈發射器	Granatwerfer	Lanzagranadas	Lance-grenades	Lanciagranate	Miotacz granatów	Lança-Granadas	Гранатомет	Bomba Atar
Orgone Rifle	オルゴンスナイプ	오르곤 스나이프	自然力发射器	奧根狙擊槍	Orgon-Gewehr	Fusil de orgón	Fusil à orgone	Fucile orgonico	Karabin energii życiowej	Fuzil de Orgone	Оргонная винтовка	Orgon Tüfeği
Heavy Cannon X	ヘビーキャノンX	헤비 캐넌 X	重装加农炮Ｘ	重型加農砲Ｘ	Schwere Kanone X	Cañón pesado X	Canon lourd X	Cannone pesante X	Ciężkie działo X	Canhão Pesado X	Тяжелая пушка X	X Ağır Savaş Topu
Ingels Cannon	インゲルス砲	잉겔스 포	英厄尔斯炮	英格爾斯砲	Ingels-Kanone	Cañón Ingels	Canon Ingels	Cannone ingels	Działo Ingelsa	Canhão Ingels	Ингельс-пушка	Ingels Savaş Topu
Five-Barrel Medusa	５連装メデューサ	5연장 메두사	５联装美杜莎	五連裝梅杜莎	Fünfläufige Medusa	Medusa de cinco cañones	Gorgone à 5 canons	Medusa pentacanna	Meduza pięciolufowa	Medusa Quíntupla	Пятиствольная Медуза	Beş Namlulu Medusa
Railgun	超磁鋼レールガン	초자강 레일건	超磁钢轨道枪	超磁鋼軌道砲	Schienenkanone	Cañón de riel	Canon électrique	Railgun	Działo kinetyczne	Arma de Raios	Рельсовая пушка	Raylı Top
Supersonic Minigun	超速ミニガン	초속 미니건	超速机枪	超高速迷你砲	Überschall-Minigun	Ametralladora supersónica	Minigun supersonique	Mitraglione supersonico	Naddźwiękowy minigun	Canhão Supersônico	Сверхзвуковая минипушка	Süpersonik Mini Silah
Rocket Punch	ロケットパンチ	로켓 펀치	火箭飞拳	火箭飛拳	Raketenschlag	Puño cohete	Poing fusée	Pugno-missile	Rakietowe uderzenie	Soco Propulsor	Ракетный удар	Roket Yumruk
Maxima Sniper	マキシマスナイプ	막시마 스나이프	顶点发射器	至高狙擊槍	Maxima Sniper	Francotirador	Sniper maxima	Cecchino Maxima	Karabin snajperski maxima	Sniper Maxima	Снайпер-максима	Maksimum Keskin Nişancı
Angel Shot	エンジェルショット	엔젤 샷	天使之枪	天使之擊	Engelsschuss	Disparo angelical	Tir angélique	Colpo d'angelo	Strzał anioła	Disparo Angelical	Ангельский выстрел	Melek Vuruşu
Infanterie	インファンテリー	인판테리	步兵团	步兵火力	Infanterie	Infanterie	Infanterie	Carabina	Infanteria	Infanterie	Инфантерия	Piyade
Megido Fire	メギドファイア	메기도 파이어	米吉多之火	米吉多之火	Megido-Feuer	Fuego Megido	Flamme de Megido	Fuoco Megido	Ogień Megido	Fogo de Megido	Огонь Мегидо	Megido Ateşi
Antimatter Cannon	ガラテア反物質砲	갈라테아 반물질포	伽拉忒亚反物质炮	伽拉忒亞反物質砲	Antimateriekanone	Cañón antimateria	Canon antimatière	Cannone antimateria	Działo antymaterii	Canhão Antimatéria	Пушка антиматерии	Antimadde Savaş Topu
Metatronius	メタトロニオス	메타트로니오스	侍奉王座者	梅塔特隆砲	Metatronius	Metatronius	Métatronius	Metatronius	Metatron	Metatronius	Метатроний	Metatronius
Flash Grenade	フラッシュグレネード	플래시 그레네이드	闪光掷弹器	閃光彈	Blendgranate	Granada cegadora	Grenade éblouissante	Granata accecante	Granat błyskowy	Granada Cegante	Световая граната	Flaş Bombası
Kiss of Athena	キスオブジアテナ	키스 오브 디 아테나	雅典娜之吻	雅典娜之吻	Athenes Kuss	Beso de Atenea	Baiser d'Athéna	Bacio di Atena	Pocałunek Ateny	Beijo de Atena	Поцелуй Афины	Athena'nın Öpücüğü
Frigid Grenade	クーラーグレネード	쿨러 그레네이드	冷凝掷弹器	冷凝彈	Eisige Granate	Granada de escarcha	Grenade glacée	Granate gelide	Mroźny granat	Granada Frígida	Гранатострел	Dondurucu Bomba
Blast Magnum	バーンマグナム	번 매그넘	燃火左轮枪	烈火麥格農	Blast Magnum	Revólver atómico	Magnum explosif	Magnum esplosiva	Eksplozywne magnum	Magnum Explosiva	Взрывной магнум	Olağanüstü Patlama
Pandemonium	万魔の銃	만마의 총	万魔枪	萬魔槍	Pandemonium	Pandemónium	Pandémonium	Pandemonio	Pandemonium	Pandemônio	Пандемониум	Kargaşa
Nucleus Rifle	ラジカルライフル	라디칼 라이플	自由基步枪	基礎來福槍	Nukleus-Gewehr	Fusil de núcleo	Fusil nucléus	Fucile nucleo	Karabin atomu	Fuzil Nuclear	Ядерная винтовка	Çekirdek Tüfeği
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Kyriotes	キュリオテテス	키리오테테스	统权天使	主天使	Kyriotes	Kyriotes	Kyriotes	Kyriotes	Kyriotes	Kyriotes	Кириот	Kyriotes
SEES Knife	ＳＥＥＳ制式ナイフ	SEES 제식 나이프	ＳＥＥＳ制式小刀	ＳＥＥＳ制式小刀	S.E.E.S.-Messer	Cuchillo de SEES	Couteau SEES	Coltello SEES	Nóż SPOE	Faca SEES	Нож SEES	UMDİB Bıçağı
Bone	骨	뼈	骨头	骨頭	Knochen	Hueso	Os	Osso	Kość	Osso	Кость	Kemik
Blitz Kunai	電光の苦無	번개의 쿠나이	电光之苦无	電光苦無	Blitz-Kunai	Kunai relámpago	Kunai d'assaut	Kunai d'assalto	Kunai błyskawicy	Kunai Blitz	Блиц-кунай	Kunai Yıldırımı
Lucky Knife	幸運のナイフ	행운의 나이프	幸运小刀	幸運小刀	Glückmesser	Cuchillo de la suerte	Couteau de chance	Pugnale fortunato	Szczęśliwy nóż	Faca Fortuita	Счастливый нож	Şans Bıçağı
Silver Moon	銀月	은월	银月	銀月	Silbermond	Luna de plata	Lune argentée	Luna d'argento	Srebrny księżyc	Lua de Prata	Серебряная луна	Gümüş Ay
Karasu-maru	鴉丸	카라스마루	鸦丸	鴉丸	Karasu-maru	Karasu-maru	Karasu-maru	Karasu-maru	Karasu-maru	Karasu-maru	Карасу-мару	Karasu-maru
Sword Breaker	ソードブレイカー	소드 브레이커	破刃者	寶劍毀滅者	Schwertbrecher	Rompeespadas	Briseur d'épée	Spezzaspade	Łamacz mieczy	Quebra-Espadas	Мечелом	Kılıç Kıran
Raven Claw	月影の苦無	월영의 쿠나이	月影之苦无	月影苦無	Rabenkralle	Garra de cuervo	Serre de corbeau	Artiglio di corvo	Szpon kruka	Garra de Corvo	Коготь ворона	Kuzgun Pençesi
Shadowrend	絶影の苦無	절영의 쿠나이	绝影之苦无	絕影苦無	Schattenreißer	Desgarrasombras	Ombre lacérante	Laceraombre	Rozszczepiacz Cieni	Dilaceradora Sombria	Лезвие теней	Gölgeparçalar
Pesh Kabz	ペシュカド	페슈카드	印度短剑	彎刃小刀	Pesh-Kabz	Pesh Kabz	Pesh Kabz	Pesh Kabz	Pesh kabz	Pesh Kabz	Пешкабз	Pesh Kabz
Howl	咆哮	포효	咆哮	咆哮	Geheul	Aullido	Hurlement	Richiamo	Ryk	Uivo	Вой	Feryat
Athame	アセイミナイフ	아사메 나이프	仪式小刀	儀式小刀	Athame	Athame	Athamé	Athame	Atama	Athame	Атам	Athame
Full Moon Kunai	円月の苦無	만월의 쿠나이	圆月之苦无	圓月苦無	Vollmond-Kunai	Kunai de luna llena	Kunai lunaire	Kunai della luna piena	Kunai pełni	Kunai da Lua Cheia	Кунай полнолуния	Dolunay Kunaisi
Grand Slasher	グランドカッター	그랜드 커터	卓越短刀	偉大小刀	Große Machete	Gran tajador	Dague noble	Granfendente	Wielkie ostrze	Talhadora Grandiosa	Кромсатель	Büyük Kesici
Vajra	ヴァジュラ	바즈라	金刚杵	金剛杵	Vajra	Vajra	Vajra	Vajra	Vajra	Vajra	Ваджра	Vajra
Elementary Mask	筆頭の面	필두의 가면	起笔之面罩	筆頭面具	Elementar-Maske	Máscara elemental	Masque élémentaire	Maschera element.	Maska żywiołów	Máscara Elementar	Первородная маска	Basit Maske
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Carnage Knife	カルネージナイフ	카니지 나이프	屠杀小刀	殘殺小刀	Metzelklinge	Cuchillo carnicero	Lame du carnage	Pugnale del carnaio	Nóż masakry	Faca da Chacina	Нож резни	Katliam Bıçağı
Dagger of Protection	守護の短刀	수호의 단도	守护短刀	守護短刀	Schutzmesser	Daga de protección	Dague de protection	Daga della protez.	Sztylet ochrony	Adaga da Proteção	Кинжал защиты	Koruma Hançeri
Rai Kunimitsu	来国光	라이쿠니미츠	来国光	來國光	Rai Kunimitsu	Rai Kunimitsu	Rai Kunimitsu	Rai Kunimitsu	Rai kunimitsu	Rai Kunimitsu	Раи Кунимицу	Rai Kunimitsu
Underworld Kunai	冥界の苦無	명계의 쿠나이	冥界之苦无	冥界苦無	Unterwelt-Kunai	Kunai del inframundo	Kunai de l'au-delà	Kunai sotterraneo	Kunai zaświatów	Kunai do Submundo	Кунай Подземья	Yeraltı Dünyası Kunaisi
Hazakura	葉桜	하자쿠라	叶樱	葉櫻	Hazakura	Hazakura	Hazakura	Hazakura	Hazakura	Hazakura	Хадзакура	Hazakura
Paring Knife	フルーツナイフ	프루트 나이프	水果刀	水果刀	Schälmesser	Cuchillo mondador	Couteau d'office	Pelapatate	Nóż do obierania	Faca Multiuso	Резак	Soyma Bıçağı
Tyrant's Knife	魔王のナイフ	마왕의 나이프	魔王小刀	魔王小刀	Tyrannenmesser	Cuchillo de tirano	Couteau du tyran	Pugnale del tiranno	Nóż despoty	Faca do Tirano	Нож тирана	Zorbanın Bıçağı
SEES Longspear	ＳＥＥＳ制式長槍	SEES 제식 장창	ＳＥＥＳ制式长枪	ＳＥＥＳ制式長槍	S.E.E.S.-Langspeer	Lanza larga de SEES	Grande lance SEES	Lancia SEES	Długa włócznia SPOE	Lança SEES	Копье SEES	UMDİB Uzun Mızrağı
Omega Spear	オメガスピア	오메가 스피어	奥米伽之矛	奧米迦之槍	Omega-Speer	Lanza omega	Lance Omega	Lancia Omega	Włócznia omegi	Lança Ômega	Омега-копье	Omega Mızrağı
Glaive	グレイヴ	글레이브	长柄刀	長柄刀	Gleve	Guja	Glaive	Falcione	Glewia	Acha	Глефа	Mızraklı Kılıç
Sexy Lance	セクシーランス	섹시 랜스	性感长枪	性感之槍	Sexy Lance	Lanza seductora	Lance sexy	Lancia seducente	Seksowna lanca	Lança Sensual	Копье страсти	Seksi Zıpkın
Rhongowennan	ロン	론	龙之枪	倫戈	Rhongowennan	Rhongowennan	Rhongomyniad	Rhongowennan	Rongowennan	Rhongomyniad	Ронгоминиад	Rhongowennan
Lance of Death	ランスオブデス	랜스 오브 데스	死亡长枪	死之槍	Todeslanze	Lanza de la muerte	Lance macabre	Lancia della morte	Lanca śmierci	Lança da Morte	Копье смерти	Ölüm Zıpkını
Scrub Brush	デッキブラシ	바닥 솔	甲板刷子	長柄刷	Reinigungsbürste	Cepillo de fregar	Balai	Spazzolone	Szczotka do szorowania	Esfregão	Щетка	Ovalama Fırçası
Ranseur	ランカール	랑칼	兰卡尔枪	蘭卡爾槍	Runka	Roncona	Ranseur	Brandistocco	Ransur	Ranseur	Рунка	Ranseur
Ningen Mukotsu	人間無骨	인간무골	人间无骨	人間無骨	Ningen Mukotsu	Ningen Mukotsu	Ningen Mukotsu	Ningen Mukotsu	Ningen Mukotsu	Ningen Mukotsu	Нингэн Мукоцу	Ningen Mukotsu
Ote-gine	御手杵	오테기네	御手杵	御手杵	Otegine	Ote-gine	Ote-gine	Ote-gine	Ote-gine	Ote-gine	Отэ-гинэ	Ote-gine
Voulge	ヴォウジェ	부주	钺矛	帶鉤長柄刀	Voulge	Voulge	Vouge	Voulge	Spisa	Cutelo de Haste	Вульж	Voulge
Poison Glaive	ポイズングレイヴ	포이즌 글레이브	剧毒长柄刀	帶毒長柄刀	Gift-Gleve	Guja venenosa	Glaive empoisonné	Falcione venefico	Glewia trucizny	Acha Venenosa	Ядовитая глефа	Zehirli Mızraklı Kılıç
Nihon-gou	日本號	니혼고	日本号	日本號	Nihon-gou	Nihon-gou	Nihon-gou	Nihon-gou	Nihon-gou	Nihon-gou	Нихон-го	Nihon-gou
Romulus's Spear	ロムルスの槍	로물루스의 창	罗穆路斯之枪	羅穆盧斯之槍	Romulus' Speer	Lanza de Rómulo	Lance de Romulus	Lancia di Romolo	Włócznia Romulusa	Lança de Rômulo	Копье Ромула	Romulus'un Mızrağı
Tonbo-kiri	蜻蛉切	톤보키리	蜻蛉切	蜻蛉切	Tonbo-kiri	Tonbo-kiri	Tonbo-kiri	Tonbo-kiri	Tonbo-kiri	Tonbo-kiri	Томбо-кири	Tonbo-kiri
Gae Bolg	ゲイボルグ	게 볼그	迦耶伯格	魔槍蓋伯格	Gae Bolg	Gae Bolg	Gae Bolga	Gae Bolg	Gae bolg	Gae Bolg	Гэ Болг	Gae Bolg
Gungnir	グングニル	궁니르	永恒之枪	岡尼爾	Gungnir	Gungnir	Gungnir	Gungnir	Gungnir	Gungnir	Гунгнир	Gungnir
Pinaka	ピナーカ	피나카	比那卡	毘那迦	Pinaka	Pinaka	Pinaka	Pinaka	Pinaka	Pinaka	Пинака	Pinaka
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
King Spear	キングスピア	킹 스피어	国王之矛	王者之槍	Königsspeer	Lanza de rey	Lance du Roi	Lancia reale	Włócznia królewska	Lança Real	Копье короля	Kral Mızrağı
Bolt Lance	ボルトランス	볼트 랜스	雷霆长枪	螺旋槍	Blitzlanze	Lanza relámpago	Lance éclair	Lancia fulminante	Lanca błyskawicy	Lança Relampejante	Копье молний	Yıldırım Zıpkını
Warlock Lance	魔導の鋭槍	마도의 예창	魔导之锐枪	魔導銳槍	Hexerlanze	Lanza hechicera	Lance d'envoûteur	Lancia dello stregone	Lanca czarnoksiężnika	Lança do Feiticeiro	Копье чародея	Baş Büyücü Zıpkını
Blessed Lance	祝福のクーゼ	축복의 쿠제	祝福长柄刀	祝福的長柄刀	Segenlanze	Lanza bendita	Lance bénite	Lancia benedetta	Błogosławiona lanca	Lança Abençoada	Благословенное копье	Kutsanmış Zıpkın
SEES Battle-Axe	ＳＥＥＳ制式戦斧	SEES 제식 전투도끼	ＳＥＥＳ制式战斧	ＳＥＥＳ制式戰斧	S.E.E.S.-Schlachtaxt	Hacha de batalla de SEES	Hache d'armes SEES	Ascia SEES	Topór bojowy SPOE	Machado SEES	Боевой топор SEES	UMDİB Savaş Baltası
Ogre Hammer	オーガハンマー	오거 해머	食人魔战锤	食人巨魔錘	Ogerhammer	Martillo de ogro	Marteau d'ogre	Maglio dell'orco	Młot ogra	Martelo Ôgrico	Молот огра	Dev Çekici
Night Stalker	撲殺丸	박살환	扑杀丸	撲殺丸	Nachtschlitzer	Acechador nocturno	Terreur nocturne	Predatore notturno	Nocny łowca	Perseguidor Noturno	Ночной хищник	Gece Avcısı
Bus Stop Sign	バス停	버스 안내판	公交站牌	公車站牌	Haltestellenschild	Poste de autobús	Pancarte de bus	Palina del bus	Znak przystanku autobusowego	Placa de Ponto de Ônibus	Знак остановки	Otobüs Durağı Tabelası
Guillotine Axe	ギロチンアクス	기요틴 액스	断头台战斧	斷頭台之斧	Guillotinen-Axt	Hacha guillotina	Hache guillotine	Ascia ghigliottina	Gilotynowy topór	Machado Guilhotina	Топор палача	Giyotin Baltası
Megaton Rod	メガトンロッド	메가톤 로드	百万吨棍棒	百萬噸棍棒	Megarute	Barra megatón	Bâton mégatonne	Asta megatonica	Różdżka megatony	Bastão Megaton	Мегатонный стержень	Megaton Değnek
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Charun's Hammer	圧殺の金槌	압살의 망치	压杀的铁锤	壓殺的金錘	Charuns Hammer	Martillo de Charun	Marteau de Charun	Maglio di Charun	Młot Charuna	Martelo de Charun	Молот Харона	Charun'un Çekici
Gaea's Grace	ガイアプレッサー	가이아 프레서	盖亚镇压者	蓋亞壓迫錘	Gaeas Gnade	Gracia de Gea	Bénédiction de Gaïa	Grazia di Gaia	Łaska Gai	Graça de Gaea	Милость Геи	Gaea'nın Lütfu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Celtis	セルティス	켈티스	凿斧	方頭戰斧	Celtis	Celtis	Celtis	Celtis	Celtis	Celtis	Кельтис	Çitlembik
Golden Crusher	武王の玄能	무왕의 쇠메	武王碎石锤	武王之玄能	Goldener Brecher	Triturador dorado	Broyeur doré	Distruttore aureo	Złoty zgniatacz	Esmagador Dourado	Золотой крушитель	Altın Darbe
Mjolnir	ミョルニル	묠니르	妙尔尼尔	妙爾尼爾	Mjölnir	Mjolnir	Mjolnir	Mjolnir	Mjolnir	Mjölnir	Мьёльнир	Mjölnir
Corpse Rod	骸の杖	뼈 지팡이	骸骨之杖	骸骨魔杖	Kadaverrute	Barra cadavérica	Bâton mouche	Bacch. cadaverica	Różdżka zwłok	Bastão Cadavérico	Жезл мертвеца	Ceset Değneği
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Fauchard	フォシャール	포샤르	斩矛	長柄彎刀	Fauchard	Fauchard	Fauchard	Fauchard	Kosa dwuręczna	Fauchard	Фальшарда	Fauchard
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
No equipment	装備なし	장비 없음	无装备	無裝備	Keine Ausrüstung	Sin equipamiento	Aucun équipement	Nessun equipaggiamento	Brak ekwipunku	Sem equipamento	Нет снаряжения	Ekipman yok
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
SEES Sword	ＳＥＥＳ制式片手剣	SEES 제식 한손검	ＳＥＥＳ制式单手剑	ＳＥＥＳ制式單手劍	S.E.E.S.-Schwert	Espada de SEES	Épée SEES	Spada SEES	Miecz SPOE	Espada SEES	Меч SEES	UMDİB Kılıcı
SEES Longbow	ＳＥＥＳ制式長弓	SEES 제식 장궁	ＳＥＥＳ制式长弓	ＳＥＥＳ制式長弓	S.E.E.S.-Langbogen	Arco largo de SEES	Arc droit SEES	Arco SEES	Długi łuk SPOE	Arco SEES	Лук SEES	UMDİB Uzun Yayı
SEES Greatsword	ＳＥＥＳ制式大剣	SEES 제식 대검	ＳＥＥＳ制式大剑	ＳＥＥＳ制式大劍	S.E.E.S.-Großschwert	Mandoble SEES	Espadon SEES	Spadone SEES	Wielki miecz SPOE	Montante SEES	Цвайхандер SEES	UMDİB Büyük Kılıcı
SEES Knuckles	ＳＥＥＳ制式ナックル	SEES 제식 너클	ＳＥＥＳ制式指虎	ＳＥＥＳ制式指虎	S.E.E.S.-Schlagringe	Nudilleras SEES	Poings SEES	Tirapugni SEES	Kastet SPOE	Soqueira SEES	Кастет SEES	UMDİB Muştası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
