en	ja	ko	zh-Hans	zh-Hant	de	es	fr	it	pl	pt	ru	tr
Chakra Ring	チャクラリング	차크라 링	脉轮戒指	脈輪戒指	Chakra-Ring	Anillo de chakra	Anneau Chakra	Anello del chakra	Pierścień czakry	Anel de Chacra	Кольцо чакры	Çakra Yüzüğü
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Sigma Drive	シグマドライブ	시그마 드라이브	西格马驱动	西格馬驅動器	Sigma-Antrieb	Impulso sigma	Sigma Drive	Sigma Drive	Impuls sigma	Ímpeto Sigma	Сигма-привод	Sigma Sürücü
Omega Drive	オメガドライブ	오메가 드라이브	奥米伽驱动	奧米迦驅動器	Omega-Antrieb	Impulso omega	Omega Drive	Omega Drive	Impuls omega	Ímpeto Ômega	Омега-привод	Omega Sürücü
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Micro Sash	微活泉の腰帯	미활천의 허리띠	微活泉腰带	微活泉腰帶	Mikroschärpe	Microbanda	Écharpe minuscule	Microfascia	Mikrowstęga	Microcinto	Подпоясок	Mikro Kuşak
Small Sash	小活泉の腰帯	소활천의 허리띠	小活泉腰带	小活泉腰帶	Kleine Schärpe	Banda pequeña	Petite écharpe	Fascia piccola	Mała wstęga	Cinto Pequeno	Пояс	Küçük Kuşak
Life Sash	活泉の腰帯	활천의 허리띠	活泉腰带	活泉腰帶	Lebensschärpe	Banda de vida	Écharpe de vie	Fascia vitale	Wstęga życia	Cinto de Vida	Пояс жизни	Can Kuşağı
Energy Sash	大活泉の腰帯	대활천의 허리띠	大活泉腰带	大活泉腰帶	Energieschärpe	Banda de energía	Écharpe d'énergie	Fascia energetica	Wstęga energii	Cinto de Energia	Пояс энергии	Enerji Kuşağı
Vitality Sash	超活泉の腰帯	초활천의 허리띠	超活泉腰带	超活泉腰帶	Vitalitätsschärpe	Banda de vitalidad	Écharpe de vitalité	Fascia della vitalità	Wstęga witalności	Cinto de Vitalidade	Пояс живучести	Zindelik Kuşağı
Soldier's Flag	兵の軍旗	병사의 군기	兵之军旗	士兵軍旗	Soldatenfahne	Bandera de soldado	Drapeau du soldat	Bandiera del soldato	Żołnierska flaga	Bandeira do Soldado	Флаг солдата	Askerin Bayrağı
Pixie Dust Talisman	微魔脈のタリスマン	미마맥의 탈리스만	微魔脉护符	微魔脈護身符	Pixie-Staubtalisman	Talismán de polvo de hadas	Talisman poudre Pixie	Talismano polvere di Pixie	Talizman z magicznego pyłu	Talismã de Pó Mágico	Талисман пыльцы фей	Peri Tozu Tılsımı
Fairy Talisman	小魔脈のタリスマン	소마맥의 탈리스만	小魔脉护符	小魔脈護身符	Feentalisman	Talismán feérico	Talisman féérique	Talismano fatato	Talizman wróżki	Talismã de Fada	Талисман фей	Peri Tılsımı
Spirit Talisman	魔脈のタリスマン	마맥의 탈리스만	魔脉护符	魔脈護身符	Geisttalisman	Talismán espiritual	Talisman spirituel	Talismano spirituale	Talizman ducha	Talismã de Espírito	Талисман духа	Öz Tılsımı
Spell Talisman	大魔脈のタリスマン	대마맥의 탈리스만	大魔脉护符	大魔脈護身符	Zaubertalisman	Talismán encantador	Talisman à sortilèges	Talismano dell'incantesimo	Talizman zaklęcia	Talismã de Feitiço	Талисман чар	Sihir Tılsımı
Magic Talisman	超魔脈のタリスマン	초마맥의 탈리스만	超魔脉护符	超魔脈護身符	Magietalisman	Talismán mágico	Talisman magique	Talismano magico	Magiczny talizman	Talismã de Magia	Талисман магии	Büyü Tılsımı
Queen's Alice Band	女王のカチューシャ	여왕의 머리띠	女王发箍	女王髮箍	Königin Alices Band	Banda de la reina Alice	Brac. Alice de la reine	Cerchietto della regina	Opaska królowej Alicji	Arco da Rainha	Диадема королевы	Kraliçenin Alice Bandı
Avaricious Ring	モアアゲートの指輪	모어아게이트 반지	招福玛瑙戒指	摩亞瑪瑙戒指	Gier-Ring	Anillo avaricioso	Anneau d'avarice	Anello avaro	Chciwy pierścień	Anel Avaro	Алчное кольцо	Paragöz Yüzüğü
Avaricious Amulet	モアアゲートの紋章	모어아게이트 문장	招福玛瑙纹章	摩亞瑪瑙徽章	Gier-Amulett	Talismán de la avaricia	Amulette d'avarice	Amuleto avaro	Chciwy amulet	Amuleto Avaro	Алчный амулет	Paragöz Muskası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Alarm Watch	目覚まし腕時計	알람 손목시계	闹钟手表	鬧鈴腕錶	Wecker-Armbanduhr	Despertador	Montre-réveil	Sveglia	Budzik	Despertador	Часы с будильником	Çalar Saat
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Defrosting Charm	解凍の護符	해동의 수호부	解冻护符	解凍護符	Entfrosten-Anhänger	Amuleto de descongelación	Charme de décongélation	Ciondolo scongelante	Amulet odmrażający	Patuá Descongelante	Кулон разморозки	Ayaz Dindirici Efsun
Antistatic Charm	防雷の護符	방뢰의 수호부	防雷护符	防雷護符	Antistase-Anhänger	Amuleto antiestático	Charme antistatique	Ciondolo antistatico	Amulet antystatyczny	Patuá Antiestática	Кулон-антистатик	Statik Elektrik Önleyici Efsun
Immunity Charm	免疫の護符	면역의 수호부	免疫护符	免疫護符	Immun-Anhänger	Amuleto de inmunidad	Charme d'immunité	Ciondolo immune	Amulet niewrażliwości	Patuá de Imunidade	Кулон иммунитета	Bağışıklık Efsunu
Reason Charm	理性の護符	이성의 수호부	理性护符	理性護符	Vernunft-Anhänger	Amuleto del raciocinio	Charme de raison	Ciondolo della ragione	Amulet rozsądku	Patuá de Juízo	Кулон разума	Mantık Efsunu
Quietude Charm	安寧の護符	안녕의 수호부	安宁护符	安寧護符	Stille-Anhänger	Amuleto de tranquilidad	Charme de quiétude	Ciondolo della quiete	Amulet opanowania	Patuá de Calma	Кулон спокойствия	Huzur Efsunu
Ascetic Charm	禁欲の護符	금욕의 수호부	禁欲护符	禁慾護符	Askese-Anhänger	Amuleto ascético	Charme d'ascète	Ciondolo ascetico	Amulet ascezy	Patuá Ascético	Кулон аскета	Sofu Efsunu
Valor Charm	勇敢の護符	용감의 수호부	勇敢护符	勇敢護符	Mut-Anhänger	Amuleto de valor	Charme de courage	Ciondolo del valore	Amulet odwagi	Patuá de Bravura	Кулон доблести	Cesaret Efsunu
Sangfroid Charm	鎮静の護符	진정의 수호부	镇静护符	鎮靜護符	Gelassenheitsamulett	Amuleto de sangre fría	Charme de sang-froid	Ciondolo sangue freddo	Amulet zimnej krwi	Patuá de Sangue-frio	Кулон хладнокровия	Soğukkanlılık Efsunu
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Amulet of Perplexity	乱心の呪符	활심의 주부	乱心咒符	發狂咒符	Perplex-Amulett	Talismán de perplejidad	Amulette de perplexité	Amuleto della perplessità	Amulet konsternacji	Amuleto do Assombro	Амулет усложнения	Tereddüt Muskası
Amulet of Dismay	狼狽の呪符	낭패의 주부	狼狈咒符	狼狽咒符	Entsetzensamulett	Talismán de consternación	Amulette de dégoût	Amuleto dello sgomento	Amulet niepokoju	Amuleto do Desalento	Амулет разочарования	Umutsuzluk Muskası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Amulet of Terror	恐慌の呪符	공황의 주부	恐慌咒符	恐慌咒符	Schreckensamulett	Talismán de terror	Amulette de terreur	Amuleto del terrore	Amulet przerażenia	Amuleto do Pavor	Амулет ужаса	Dehşet Muskası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Amulet of Vertigo	失神の呪符	실신의 주부	失神咒符	失神咒符	Schwindelamulett	Talismán de vértigo	Amulette de vertige	Amuleto vertiginoso	Amulet zawrotów głowy	Amuleto da Vertigem	Амулет головокружения	Vertigo Muskası
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Cleave Earrings	スラッシュピアス	슬래시 피어스	斩击耳环	斬擊耳飾	Spalten-Ohrringe	Pendientes despedazadores	Boucles d'oreilles entaille	Orecchini fenditura	Kolczyki rozłupywania	Brincos Cortantes	Режущие серьги	Yarma Küpesi
Cleave Brooch	スラッシュブローチ	슬래시 브로치	斩击胸针	斬擊胸針	Spalten-Brosche	Broche despedazador	Broche d'entaille	Fermaglio fenditura	Broszka rozłupywania	Broche Cortante	Режущая брошь	Yarma Broşu
Cleave Necklace	スラッシュネックレス	슬래시 네클리스	斩击项链	斬擊項鍊	Spalten-Halskette	Collar despedazador	Collier d'entaille	Collana fenditura	Naszyjnik rozłupywania	Colar Cortante	Режущее колье	Yarma Kolyesi
Pummel Earrings	ストライクピアス	스트라이크 피어스	打击耳环	強襲耳飾	Prügel-Ohrringe	Pendientes machacadores	Boucles d'oreilles de frappe	Orecchini pugni	Kolczyki pięściarstwa	Brincos Contundentes	Ударные серьги	Yumruk Küpesi
Pummel Brooch	ストライクブローチ	스트라이크 브로치	打击胸针	強襲胸針	Prügel-Brosche	Broche machacador	Broche de frappe	Fermaglio pugni	Broszka pięściarstwa	Broche Contundente	Ударная брошь	Yumruk Broşu
Pummel Necklace	ストライクネックレス	스트라이크 네클리스	打击项链	強襲項鍊	Prügel-Halskette	Collar machacador	Collier de frappe	Collana pugni	Naszyjnik pięściarstwa	Colar Contundente	Ударное колье	Yumruk Kolyesi
Stab Earrings	スタブピアス	스탭 피어스	贯穿耳环	殘端耳飾	Stechen-Ohrringe	Pendientes acuchillantes	Boucles d'oreilles estocade	Orecchini pugnale	Kolczyki dźgnięcia	Brincos Perfurantes	Колющие серьги	Bıçaklama Küpesi
Stab Brooch	スタブブローチ	스탭 브로치	贯穿胸针	殘端胸針	Stechen-Brosche	Broche acuchillante	Broche d'estocade	Fermaglio pugnale	Broszka dźgnięcia	Broche Perfurante	Колющая брошь	Bıçaklama Broşu
Stab Necklace	スタブネックレス	스탭 네클리스	贯穿项链	殘端項鍊	Stechen-Halskette	Collar acuchillante	Collier d'estocade	Collana pugnale	Naszyjnik dźgnięcia	Colar Perfurante	Колющее колье	Bıçaklama Kolyesi
Maim Earrings	フィジカルピアス	피지컬 피어스	物理耳环	物反耳飾	Verstümmeln-Ohrring	Pendientes mutiladores	Boucles d'oreilles infirmité	Orecchini mutilazione	Kolczyki okaleczenia	Brincos Mutilantes	Калечащие серьги	Sakatlama Küpesi
Maim Brooch	フィジカルブローチ	피지컬 브로치	物理胸针	物反胸針	Verstümmeln-Brosche	Broche mutilador	Broche d'infirmité	Fermaglio mutilazione	Broszka okaleczenia	Broche Mutilante	Калечащая брошь	Sakatlama Broşu
Maim Necklace	フィジカルネックレス	피지컬 네클리스	物理项链	物反項鍊	Verstümmeln-Halskette	Collar mutilador	Collier d'infirmité	Collana mutilazione	Naszyjnik okaleczenia	Colar Mutilante	Калечащее колье	Sakatlama Kolyesi
Blaze Earrings	ファイアピアス	파이어 피어스	火焰耳环	火耳飾	Brand-Ohrringe	Pendientes llameantes	Boucles d'oreilles brasier	Orecchini incendio	Kolczyki pożogi	Brincos da Chama	Пламенные серьги	Alev Küpesi
Blaze Brooch	ファイアブローチ	파이어 브로치	火焰胸针	火胸針	Brand-Brosche	Broche llameante	Broche de brasier	Fermaglio incendio	Broszka pożogi	Broche da Chama	Пламенная брошь	Alev Broşu
Blaze Necklace	ファイアネックレス	파이어 네클리스	火焰项链	火項鍊	Brand-Halskette	Collar llameante	Collier de brasier	Collana incendio	Naszyjnik pożogi	Colar da Chama	Пламенное колье	Alev Kolyesi
Frost Earrings	アイスピアス	아이스 피어스	寒冰耳环	冰耳飾	Frost-Ohrringe	Pendientes helados	Boucles de gel	Orecchini gelati	Kolczyki mrozu	Brincos do Gelo	Морозные серьги	Ayaz Küpesi
Frost Brooch	アイスブローチ	아이스 브로치	寒冰胸针	冰胸針	Frost-Brosche	Broche helado	Broche de gel	Fermaglio gelato	Broszka mrozu	Broche do Gelo	Морозная брошь	Ayaz Broşu
Frost Necklace	アイスネックレス	아이스 네클리스	寒冰项链	冰項鍊	Frost-Halskette	Collar helado	Collier de gel	Collana gelata	Naszyjnik mrozu	Colar do Gelo	Морозное колье	Ayaz Kolyesi
Thunder Earrings	サンダーピアス	선더 피어스	闪电耳环	雷耳飾	Donner-Ohrringe	Pendientes tronadores	Boucles d'oreilles tonnerre	Orecchini tonanti	Kolczyki gromu	Brincos do Trovão	Громовые серьги	Gök Gürültüsü Küpesi
Thunder Brooch	サンダーブローチ	선더 브로치	闪电胸针	雷胸針	Donner-Brosche	Broche tronador	Broche de foudre	Fermaglio tonante	Broszka gromu	Broche do Trovão	Громовая брошь	Gök Gürültüsü Broşu
Thunder Necklace	サンダーネックレス	선더 네클리스	闪电项链	雷項鍊	Donner-Halskette	Collar tronador	Collier de foudre	Collana tonante	Naszyjnik gromu	Colar do Trovão	Громовое колье	Gök Gürültüsü Kolyesi
Gale Earrings	ウィンドピアス	윈드 피어스	狂风耳环	風耳飾	Sturm-Ohrringe	Pendientes de vendaval	Boucles d'oreilles tempête	Orecchini ventosi	Kolczyki podmuchu	Brincos da Ventania	Ураганные серьги	Kasırga Küpesi
Gale Brooch	ウィンドブローチ	윈드 브로치	狂风胸针	風胸針	Sturm-Brosche	Broche de vendaval	Broche de tempête	Fermaglio ventoso	Broszka podmuchu	Broche da Ventania	Ураганная брошь	Kasırga Broşu
Gale Necklace	ウィンドネックレス	윈드 네클리스	狂风项链	風項鍊	Sturm-Halskette	Collar de vendaval	Collier de tempête	Collana ventosa	Naszyjnik podmuchu	Colar da Ventania	Ураганное колье	Kasırga Kolyesi
Holy Earrings	ライトピアス	라이트 피어스	光明耳环	光耳飾	Heilig-Ohrringe	Pendientes sagrados	Boucles d'oreilles sacrées	Orecchini sacri	Święte kolczyki	Brincos Sagrados	Освященные серьги	Kutsal Küpe
Holy Brooch	ライトブローチ	라이트 브로치	光明胸针	光胸針	Heilig-Brosche	Broche sagrado	Broche sacrée	Fermaglio sacro	Święta broszka	Broche Sagrado	Освященная брошь	Kutsal Broş
Holy Necklace	ライトネックレス	라이트 네클리스	光明项链	光項鍊	Heilig-Halskette	Collar sagrado	Collier sacré	Collana sacra	Święty naszyjnik	Colar Sagrado	Освященное колье	Kutsal Kolye
Wicked Earrings	ダークピアス	다크 피어스	黑暗耳环	闇耳飾	Verdorbene Ohrringe	Pendientes impíos	Boucles d'oreilles cruelles	Orecchini maligni	Szalone kolczyki	Brincos Malévolos	Проклятые серьги	Kötücül Küpe
Wicked Brooch	ダークブローチ	다크 브로치	黑暗胸针	闇胸針	Verdorbene Brosche	Broche impío	Broche malfaisante	Fermaglio maligno	Szalona broszka	Broche Malévolo	Проклятая брошь	Kötücül Broş
Wicked Necklace	ダークネックレス	다크 네클리스	黑暗项链	闇項鍊	Verdorbene Halskette	Collar impío	Collier malfaisant	Collana maligna	Szalony naszyjnik	Colar Malévolo	Проклятое колье	Kötücül Kolye
Enchanted Earrings	マジカルピアス	매지컬 피어스	魔法耳环	魔力耳飾	Verzauberte Ohrringe	Pendientes encantados	B. oreilles enchantées	Orecchini incantati	Zaczarowane kolczyki	Brincos Encantados	Зачарованные серьги	Efsunlu Küpe
Enchanted Brooch	マジカルブローチ	매지컬 브로치	魔法胸针	魔力胸針	Verzauberte Brosche	Broche encantado	Broche enchantée	Fermaglio incantato	Zaczarowana broszka	Broche Encantado	Зачарованная брошь	Efsunlu Broş
Enchanted Necklace	マジカルネックレス	매지컬 네클리스	魔法项链	魔力項鍊	Verzauberte Halskette	Collar encantado	Collier enchanté	Collana incantata	Zaczarowany naszyjnik	Colar Encantado	Зачарованное колье	Efsunlu Kolye
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Light Bracers	ライトバングル	라이트 뱅글	光明手环	光手環	Licht-Armschienen	Brazales de luz	Brassards de lumière	Bracciali della luce	Naramienniki światła	Braçais de Luz	Наручи света	Işık Kol Zırhı
Ushas Bracers	ウシャスバングル	우샤스 뱅글	乌莎斯手环	烏莎斯手環	Ushas-Armschienen	Brazales de Ushas	Brassards d'Ushas	Bracciali di Ushas	Naramienniki Ushas	Braçais de Ushas	Наручи Ушас	Ushas Kol Zırhı
Dark Bracers	ダークバングル	다크 뱅글	黑暗手环	闇手環	Dunkel-Armschienen	Brazales de oscuridad	Brassards d'ombre	Bracciali oscuri	Mroczne naramienniki	Braçais de Trevas	Наручи тьмы	Karanlık Kol Zırhı
Ratri Bracers	ラートリーバングル	라트리 뱅글	拿德利手环	拿德利手環	Ratri-Armschienen	Brazales de Ratri	Brassards de Ratri	Bracciali di Ratri	Naramienniki Ratri	Braçais de Ratri	Наручи Ратри	Ratri Kol Zırhı
Slash Bracers	スラッシュバングル	슬래시 뱅글	斩击手环	斬擊手環	Hieb-Armschienen	Brazales de corte	Brassards de taillade	Bracciali da taglio	Naramienniki cięcia	Braçadais de Corte	Наручи рассечения	Kesik Kol Zırhı
Nandaka Bracers	ナンダカバングル	난다카 뱅글	南达卡手环	難陀卡手環	Nandaka-Armschienen	Brazales de Nandaka	Brassards de Nandaka	Bracciali di Nandaka	Naramienniki Nandaki	Braçais de Nandaka	Наручи Нандаки	Nandaka Kol Zırhı
Strike Bracers	ストライクバングル	스트라이크 뱅글	打击手环	強襲手環	Schlag-Armschienen	Brazales de contundentes	Brassards de frappe	Bracciali da colpo	Naramienniki uderzeń	Braçais de Contusão	Наручи удара	Vuruş Kol Zırhı
Ekasha Gada Bracers	カトヤンガバングル	카트반가 뱅글	卡特万伽手环	卡特萬伽手環	Ekasha-Gada-Armschienen	Brazales de Ekasha Gada	Brassards Ekasha Gada	Bracciali di Ekasha Gada	Naramienniki Ekasha Gada	Braçais da Gada	Наручи булавы Шивы	Ekasha Gada Kol Zırhı
Pierce Bracers	スタブバングル	스탭 뱅글	贯穿手环	殘端手環	Durchbohren-Armschienen	Brazales perforantes	Brassards perforation	Bracciali perforanti	Naramienniki pchnięć	Braçais de Perfuração	Наручи пронзания	Delme Kol Zırhı
Vijaya Bracers	ヴィジャヤバングル	비자야 뱅글	维舍耶手环	毘闍耶手環	Vijaya-Armschienen	Brazales de Vijaya	Brassards de Vijaya	Bracciali di Vijaya	Naramienniki Vijayi	Braçais de Vijaya	Наручи Виджаи	Vijaya Kol Zırhı
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
Red Shawl	赤のショール	붉은 숄	赤色披肩	紅色披肩	Roter Schal	Mantón rojo	Châle rouge	Scialle rosso	Czerwony szal	Xale Vermelho	Красная шаль	Kırmızı Şal
Blue Shawl	青のショール	푸른 숄	青色披肩	藍色披肩	Blauer Schal	Mantón azul	Châle bleu	Scialle blu	Niebieski szal	Xale Azul	Синяя шаль	Mavi Şal
Yellow Shawl	黄のショール	노란 숄	黄色披肩	黃色披肩	Gelber Schal	Mantón amarillo	Châle jaune	Scialle giallo	Żółty szal	Xale Amarelo	Желтая шаль	Sarı Şal
Green Shawl	緑のショール	초록 숄	绿色披肩	綠色披肩	Grüner Schal	Mantón verde	Châle vert	Scialle verde	Zielony szal	Xale Verde	Зеленая шаль	Yeşil Şal
Rousing Pendant	奮起のペンダント	분발의 펜던트	奋起吊坠	奮起墜飾	Furioser Anhänger	Colgante estimulante	Pendentif galvanisant	Pendente travolgente	Porywający wisior	Pingente Estimulante	Волнующая подвеска	Hareketlendirici Kolye Ucu
Proto-Choker	エルゴ式チョーカー	에르고식 초커	人因式项圈	人研所式頸飾	Proto-Halsband	Protogargantilla	Proto ras-de-cou	Proto-strangolino	Proto-choker	Protocoleira	Прото-бархатка	Prototip Tasma Kolye
Mega Master Band	メガマスターバンド	메가 마스터 밴드	百万大师手镯	百萬大師腰帶	Mega-Meisterband	Pulsera megamaestra	Méga brac. Puissance	Fascia megamagica	Megaopaska mistrza	Megafaixa Mestra	Повязка супермастерства	Mega Usta Bandı
Pendant of Unity	共闘のペンダント	공투의 펜던트	共斗吊坠	共鬥墜飾	Anhänger der Einheit	Colgante de la unidad	Pendentif d'unité	Pendente dell'unità	Wisior jedności	Pingente da União	Подвеска единства	Birlik Kolye Ucu
Phoenix Charm	紅鶴のお守り	홍학의 부적	红鹤护身符	紅鶴護身符	Phönix-Amulett	Amuleto fénix	Charme du Phénix	Ciondolo della fenice	Amulet feniksa	Patuá da Fênix	Кулон феникса	Zümrüdüanka Efsunu
Pendant of Amity	結束のペンダント	결속의 펜던트	团结吊坠	團結墜飾	Anhänger der Freundschaft	Colgante de la amistad	Pendentif d'amitié	Pendente dell'amicizia	Wisior zgody	Pingente da Amizade	Подвеска согласия	Dostluk Kolye Ucu
Handmade Keychain	手作りキーホルダー	수제 키홀더	手工钥匙圈	手工鑰匙圈	Handgemachter Anhänger	Llavero artesano	Porte-clés artisanal	Portachiavi fatto a mano	Ręcznie wykonany breloczek	Chaveiro Artesanal	Самодельный брелок	El Yapımı Anahtarlık
Amritite Necklace	アムリタイトの首飾り	암리타이트 목걸이	甘露晶石项链	甘露石首飾	Amritit-Halskette	Collar amritita	Collier d'amritite	Collana amritita	Naszyjnik Amritite	Colar de Amritita	Амритовое ожерелье	Amritit Kolye
Earrings of Grit	クイシベリルの耳飾り	크리소베릴 귀걸이	绿柱女王耳饰	綠柱石耳飾	Ohrring des Schneids	Pendientes rechinantes	Boucles d'oreilles de cran	Orecchini del coraggio	Kolczyki odwagi	Brincos da Raça	Серьги усердия	Metanet Küpesi
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
未使用	未使用	미사용	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用	未使用
